OBJECTID,LLID,LAKE_LLID,AGENCY,AGENCY_ID,STATION,DEC_LAT,DEC_LONG,DESCRIPTION,QAQC1,QAQC2,Comments,RIVER_MILE,HUC_6,HU_6_Name,HUC_8,HU_8_Name,GIS_STREAMNAME,LAKE_NAME,GIS_Source,GIS_Source_LAKE,Estuary_2010,Sal_ppth,Est_Sal,Est_Final,Est_Comments,MATRIX
95,1226500453377,,United State Geological Survey,USGS,14206241,45.500116,-122.991216,"TUALATIN RIVER AT HWY 219 NEAR HILLSBORO, OR",Needs Secondary Review,Correct,,44.384689,170900,Willamette,17090010,Tualatin,Tualatin River,,StreamNet 100K,,,,,Freshwater,,FW
96,1229444454907,,United State Geological Survey,USGS,14206347,45.523728,-122.909269,"ROCK CREEK AT QUATAMA ROAD NEAR HILLSBORO, OR",Needs Secondary Review,Correct,,4.645659,170900,Willamette,17090010,Tualatin,Rock Creek,,StreamNet 100K,,,,,Freshwater,,FW
97,1228355454932,,United State Geological Survey,USGS,14206372,45.47484,-122.832322,"JOHNSON CREEK AT DAVIS ROAD NEAR BEAVERTON, OR",Needs Secondary Review,Correct,,1.42332,170900,Willamette,17090010,Tualatin,Johnson Creek,,StreamNet 100K,,,,,Freshwater,,FW
98,1228861455195,,United State Geological Survey,USGS,14206419,45.555117,-122.808156,"BRONSON CREEK AT SALTZMAN ROAD NR ORENCO, OR",Needs Secondary Review,Correct,,5.028189,170900,Willamette,17090010,Tualatin,Bronson Creek,,StreamNet 100K,,,,,Freshwater,,FW
99,1228861455195,,United State Geological Survey,USGS,14206421,45.544839,-122.839545,"BRONSON CREEK AT WEST UNION ROAD NR ORENCO, OR",Needs Secondary Review,Correct,,3.246614,170900,Willamette,17090010,Tualatin,Bronson Creek,,StreamNet 100K,,,,,Freshwater,,FW
100,1228861455195,,United State Geological Survey,USGS,14206425,45.532339,-122.867601,"BRONSON CREEK AT 185TH AVE NR ALOHA, OR",Needs Secondary Review,Correct,,1.449725,170900,Willamette,17090010,Tualatin,Bronson Creek,,StreamNet 100K,,,,,Freshwater,,FW
101,1228861455195,,United State Geological Survey,USGS,14206426,45.530117,-122.872879,BRONSON CREEK AT WALKER ROAD,Needs Secondary Review,Correct,,1.126172,170900,Willamette,17090010,Tualatin,Bronson Creek,,StreamNet 100K,,,,,Freshwater,,FW
102,1229133455196,,United State Geological Survey,USGS,14206435,45.520672,-122.899547,"BEAVERTON CREEK AT SW 216TH AVE, NR ORENCO, OR",Needs Secondary Review,Correct,,1.139152,170900,Willamette,17090010,Tualatin,Beaverton Creek,,StreamNet 100K,,,,,Freshwater,,FW
103,1226500453377,,United State Geological Survey,USGS,14206440,45.490117,-122.951492,OLD SITE SEE NEW SITE 14206295,Needs Secondary Review,Likely Correct,Old site. Refers to a station not included in this list of stations,38.550892,170900,Willamette,17090010,Tualatin,Tualatin River,,StreamNet 100K,,,,,Freshwater,,FW
104,1229329455162,,United State Geological Survey,USGS,14206441,45.538172,-122.935937,"DAWSON CREEK AT AIRPORT ROAD, NEAR HILLSBORO, OR",Needs Secondary Review,Correct,,1.690525,170900,Willamette,17090010,Tualatin,Dawson Creek,,StreamNet 100K,,,,,Freshwater,,FW
105,1229329455162,,United State Geological Survey,USGS,14206443,45.524005,-122.934825,"DAWSON CREEK AT BROOKWOOD ROAD, NEAR HILLSBORO, OR",Needs Secondary Review,Correct,,0.622545,170900,Willamette,17090010,Tualatin,Dawson Creek,,StreamNet 100K,,,,,Freshwater,,FW
106,1229444454907,,United State Geological Survey,USGS,14206445,45.523728,-122.909269,See new number 14206347,Needs Secondary Review,Remove,Renamed,4.645659,170900,Willamette,17090010,Tualatin,Rock Creek,,StreamNet 100K,,,,,,,
107,1229444454907,,United State Geological Survey,USGS,14206450,45.502339,-122.947881,"ROCK CREEK NEAR HILLSBORO,OREG.",Needs Secondary Review,Correct,,1.213595,170900,Willamette,17090010,Tualatin,Rock Creek,,StreamNet 100K,,,,,Freshwater,,FW
108,1226500453377,,United State Geological Survey,USGS,14206500,45.449839,-122.951214,"TUALATIN RIVER AT FARMINGTON,OREG.",Needs Secondary Review,Correct,,33.130511,170900,Willamette,17090010,Tualatin,Tualatin River,,StreamNet 100K,,,,,Freshwater,,FW
109,1229278454064,,United State Geological Survey,USGS,14206670,45.401229,-122.938435,"MCFEE CREEK NEAR SCHOLLS, OR",Needs Secondary Review,Correct,,0.877458,170900,Willamette,17090010,Tualatin,McFee Creek,,StreamNet 100K,,,,,Freshwater,,FW
110,1226500453377,,United State Geological Survey,USGS,14206690,45.417895,-122.920935,"TUALATIN RIVER AT HWY 210 BRIDGE, NR SCHOLLS, OR",Needs Secondary Review,Correct,,26.659786,170900,Willamette,17090010,Tualatin,Tualatin River,,StreamNet 100K,,,,,Freshwater,,FW
111,1226500453377,,United State Geological Survey,USGS,14206740,45.388174,-122.851766,"TUALATIN RIVER AT ELSNER RD NEAR SHERWOOD, OR",Needs Secondary Review,Correct,,16.161583,170900,Willamette,17090010,Tualatin,Tualatin River,,StreamNet 100K,,,,,Freshwater,,FW
112,1228597453736,,United State Geological Survey,USGS,14206748,45.367896,-122.857321,"CEDAR CREEK AT EDY ROAD, NEAR SHERWOOD, OR",Needs Secondary Review,Correct,,0.453608,170900,Willamette,17090010,Tualatin,Cedar Creek,,StreamNet 100K,,,,,Freshwater,,FW
113,1228372453885,,United State Geological Survey,USGS,14206750,45.37484,-122.856488,"CHICKEN CREEK NEAR SHERWOOD, OR",Needs Secondary Review,Correct,,2.003273,170900,Willamette,17090010,Tualatin,Chicken Creek,,StreamNet 100K,,,,,Freshwater,,FW
114,1227639453931,,United State Geological Survey,USGS,14206900,45.487896,-122.734819,"FANNO CREEK AT 56TH AVE, AT PORTLAND, OR",Needs Secondary Review,Correct,,12.09847,170900,Willamette,17090010,Tualatin,Fanno Creek,,StreamNet 100K,,,,,Freshwater,,FW
115,1227639453931,,United State Geological Survey,USGS,14206925,45.470951,-122.77482,FANNO CREEK AT SCHOLLS FERRY ROAD NEAR ALLEN BLVD,Needs Secondary Review,Correct,,9.095716,170900,Willamette,17090010,Tualatin,Fanno Creek,,StreamNet 100K,,,,,Freshwater,,FW
116,1227639453931,,United State Geological Survey,USGS,14206928,45.45734,-122.796487,"FANNO CREEK NEAR SW PARKVIEW LOOP NEAR METZGER, OR",Needs Secondary Review,Correct,,7.044191,170900,Willamette,17090010,Tualatin,Fanno Creek,,StreamNet 100K,,,,,Freshwater,,FW
117,1227827454392,,United State Geological Survey,USGS,14206933,45.44984,-122.763708,"ASH CREEK AT METZGER PARK AT METZGER, OR",Needs Secondary Review,Correct,,1.397578,170900,Willamette,17090010,Tualatin,Ash Creek,,StreamNet 100K,,,,,Freshwater,,FW
118,1227827454392,,United State Geological Survey,USGS,14206935,45.440674,-122.779264,ASH CREEK AT GREENBERG ROAD,Needs Secondary Review,Correct,,0.210911,170900,Willamette,17090010,Tualatin,Ash Creek,,StreamNet 100K,,,,,Freshwater,,FW
119,1227852454334,,United State Geological Survey,USGS,14206938,45.43484,-122.79982,"SUMMER CREEK AT SW 121 AVE NEAR TIGARD, OR",Needs Secondary Review,Correct,,0.908697,170900,Willamette,17090010,Tualatin,Summer Creek,,StreamNet 100K,,,,,Freshwater,,FW
120,1227639453931,,United State Geological Survey,USGS,14206950,45.403452,-122.754819,"FANNO CREEK AT DURHAM, OR",Needs Secondary Review,Correct,,1.136409,170900,Willamette,17090010,Tualatin,Fanno Creek,,StreamNet 100K,,,,,Freshwater,,FW
121,1226500453377,,United State Geological Survey,USGS,14206960,45.385952,-122.757318,"TUALATIN RIVER AT BOONES FERRY RD AT TUALATIN, OR",Needs Secondary Review,Correct,,8.478053,170900,Willamette,17090010,Tualatin,Tualatin River,,StreamNet 100K,,,,,Freshwater,,FW
122,1226500453377,,United State Geological Survey,USGS,14207050,45.379564,-122.697872,"TUALATIN RIVER AT STAFFORD RD NR LAKE OSWEGO, OR",Needs Secondary Review,Correct,,5.363966,170900,Willamette,17090010,Tualatin,Tualatin River,,StreamNet 100K,,,,,Freshwater,,FW
123,1226500453377,,United State Geological Survey,USGS,14207200,45.356509,-122.685094,"TUALATIN RIVER AT OSWEGO DAM, NEAR WEST LINN, OR",Needs Secondary Review,Correct,,3.47442,170900,Willamette,17090010,Tualatin,Tualatin River,,StreamNet 100K,,,,,Freshwater,,FW
124,1226500453377,,United State Geological Survey,USGS,14207600,45.339565,-122.654537,"TUALATIN RIVER AT WEISS BRIDGE AT WEST LINN, OR",Needs Secondary Review,Correct,,0.25715,170900,Willamette,17090010,Tualatin,Tualatin River,,StreamNet 100K,,,,,Freshwater,,FW
125,1226050453723,,United State Geological Survey,USGS,14210000,45.299844,-122.353975,"CLACKAMAS RIVER AT ESTACADA, OR",Needs Secondary Review,Correct,,22.687142,170900,Willamette,17090011,Clackamas,Clackamas River,,StreamNet 100K,,,,,Freshwater,,FW
126,1224764453923,,United State Geological Survey,USGS,14210530,45.397621,-122.471756,"RICHARDSON CREEK AT HWY 224, NEAR CARVER, OR",Needs Secondary Review,Correct,,0.518655,170900,Willamette,17090011,Clackamas,Richardson Creek,,StreamNet 100K,,,,,Freshwater,,FW
127,1224947453929,,United State Geological Survey,USGS,14210750,45.390121,-122.494256,"CLEAR CREEK AT CARVER,OREG.",Needs Secondary Review,Correct,,0.323604,170900,Willamette,17090011,Clackamas,Clear Creek,,StreamNet 100K,,,,,Freshwater,,FW
128,1225222454131,,United State Geological Survey,USGS,14210900,45.410253,-122.522239,"SIEBEN CREEK AT HWY 224, OR",Needs Secondary Review,Likely Correct,"This is likely correct, but it's unclear where the stream is located. ",1.821212,170900,Willamette,17090011,Clackamas,Sieben Drainage Ditch,,StreamNet 100K,,,,,Freshwater,,FW
129,1225530453996,,United State Geological Survey,USGS,14211004,45.400399,-122.548146,"CARLI CREEK UPSTREAM FROM MOUTH, NR CLACKAMAS, OR",Needs Secondary Review,Correct,,0.248078,170900,Willamette,17090011,Clackamas,Unnamed Stream,,NHD High,,,,,Freshwater,,FW
130,1226050453723,,United State Geological Survey,USGS,14211006,45.397065,-122.558702,"CLACKAMAS RIVER AT CLACKAMAS, OR",Needs Secondary Review,Correct,,3.422598,170900,Willamette,17090011,Clackamas,Clackamas River,,StreamNet 100K,,,,,Freshwater,,FW
131,1225733453897,,United State Geological Survey,USGS,14211008,45.390121,-122.573702,"COW CREEK AT MOUTH, NEAR GLADSTONE, OR",Needs Secondary Review,Correct,,0.06179,170900,Willamette,17090011,Clackamas,Cow Creek,,StreamNet 100K,,,,,Freshwater,,FW
132,1226727454311,,United State Geological Survey,USGS,14211315,45.430675,-122.673706,"TRYON CREEK NEAR LAKE OSWEGO, OR",Needs Secondary Review,Correct,,0.057367,170900,Willamette,17090012,Lower Willamette,Unnamed Stream,,StreamNet 100K,,,,,Freshwater,,FW
133,1226465454422,,United State Geological Survey,USGS,14211500,45.47762,-122.507869,"JOHNSON CREEK AT SYCAMORE, OR",Needs Secondary Review,Correct,,10.000699,170900,Willamette,17090012,Lower Willamette,Johnson Creek,,StreamNet 100K,,,,,Freshwater,,FW
134,1226465454422,,United State Geological Survey,USGS,14211550,45.452897,-122.64315,"JOHNSON CREEK AT MILWAUKIE, OR",Needs Secondary Review,Correct,,0.790515,170900,Willamette,17090012,Lower Willamette,Johnson Creek,,StreamNet 100K,,,,,Freshwater,,FW
135,1227618456580,,United State Geological Survey,USGS,14211720,45.5175,-122.669167,"WILLAMETTE RIVER AT PORTLAND, OR",Needs Secondary Review,Correct,,12.793847,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
136,1240483462464,,United State Geological Survey,USGS,14222890,45.915114,-122.816215,"COLUMBIA RIVER NR COLUMBIA CITY,OREG.",Needs Secondary Review,Correct,,79.456958,170800,Lower Columbia,17080003,Lower Columbia-Clatskanie,Columbia River,,StreamNet 100K,,Needs Further Review,,Needs Further Review,Freshwater,,FW
137,1240483462464,,United State Geological Survey,USGS,14246900,46.181221,-123.183454,"COLUMBIA RIVER @ BEAVER ARMY TERMINAL NR QUINCY,OR",Needs Secondary Review,Correct,,50.757805,170800,Lower Columbia,17080003,Lower Columbia-Clatskanie,Columbia River,,StreamNet 100K,,Needs Further Review,,Needs Further Review,Freshwater,,FW
138,1221642431901,,United State Geological Survey,USGS,14312490,43.185404,-122.166699,"LAKE CREEK CANAL NEAR DIAMOND LAKE, OR",Needs Secondary Review,Manually Revised with IRL tool,Snapped to wrong stream segment (Diamond Lake),11.466386,171003,Southern Oregon Coastal,17100301,North Umpqua,Lake Creek,,StreamNet 100K,,,,,Freshwater,,FW
139,1221642431901,,United State Geological Survey,USGS,14312600,43.257625,-122.170589,"LAKE CREEK AT HIGHWAY 138 NEAR DIAMOND LAKE, OR",Needs Secondary Review,Correct,,5.061326,171003,Southern Oregon Coastal,17100301,North Umpqua,Lake Creek,,StreamNet 100K,,,,,Freshwater,,FW
140,1234460432681,,United State Geological Survey,USGS,14313500,43.322069,-122.195591,"N UMPQUA RIVER BLW LEMOLO LK, NR TOKETEE FALLS, OR",Needs Secondary Review,Correct,,91.757419,171003,Southern Oregon Coastal,17100301,North Umpqua,North Umpqua River,,StreamNet 100K,,,,,Freshwater,,FW
141,1234460432681,,United State Geological Survey,USGS,14314010,43.271511,-122.406431,"N UMPQUA R AT TOKETEE LAKE INFLOW NR TKTE FALLS,OR",Needs Secondary Review,Correct,,75.476831,171003,Southern Oregon Coastal,17100301,North Umpqua,North Umpqua River,,StreamNet 100K,,,,,Freshwater,,FW
142,1234460432681,,United State Geological Survey,USGS,14316460,43.305954,-122.512823,"NORTH UMPQUA R AT SODA SPGS, NR TOKETEE FALLS, OR",Needs Secondary Review,Correct,,67.909235,171003,Southern Oregon Coastal,17100301,North Umpqua,North Umpqua River,,StreamNet 100K,,,,,Freshwater,,FW
143,1225284433034,,United State Geological Survey,USGS,14316495,43.303454,-122.530324,"BOULDER CREEK NEAR TOKETEE FALLS, OR",Needs Secondary Review,Correct,,0.073559,171003,Southern Oregon Coastal,17100301,North Umpqua,Boulder Creek,,StreamNet 100K,,,,,Freshwater,,FW
144,1234460432681,,United State Geological Survey,USGS,14316500,43.295954,-122.536713,"N UMPQUA RIVER ABV COPELAND CK NR TOKETEE FALLS,OR",Needs Secondary Review,Correct,,66.375631,171003,Southern Oregon Coastal,17100301,North Umpqua,North Umpqua River,,StreamNet 100K,,,,,Freshwater,,FW
145,1227368433445,,United State Geological Survey,USGS,14316700,43.349842,-122.728942,"STEAMBOAT CREEK NEAR GLIDE, OR",Needs Secondary Review,Correct,,0.592386,171003,Southern Oregon Coastal,17100301,North Umpqua,Steamboat Creek,,StreamNet 100K,,,,,Freshwater,,FW
146,1234460432681,,United State Geological Survey,USGS,14316800,43.321508,-122.809499,"NORTH UMPQUA R BL STEAMBOAT CR NR GLIDE,OREG.",Needs Secondary Review,Correct,,47.465453,171003,Southern Oregon Coastal,17100301,North Umpqua,North Umpqua River,,StreamNet 100K,,,,,Freshwater,,FW
147,1234460432681,,United State Geological Survey,USGS,14317450,43.324563,-122.999784,"NORTH UMPQUA RIVER NEAR IDLEYLD PARK, OR",Needs Secondary Review,Correct,,35.669417,171003,Southern Oregon Coastal,17100301,North Umpqua,North Umpqua River,,StreamNet 100K,,,,,Freshwater,,FW
148,1234460432681,,United State Geological Survey,USGS,14317500,43.330674,-123.003117,N UMPQUA RIVER AB ROCK CR NR GLIDE OREG,Needs Secondary Review,Correct,,35.223411,171003,Southern Oregon Coastal,17100301,North Umpqua,North Umpqua River,,StreamNet 100K,,,,,Freshwater,,FW
149,1226659421944,,United State Geological Survey,USGS,14350870,42.081523,-122.694753,"NEIL CREEK AT MT ASHLAND, NEAR ASHLAND, OR",Needs Secondary Review,Correct,,11.38097,171003,Southern Oregon Coastal,17100308,Middle Rogue,Neil Creek,,StreamNet 100K,,,,,Freshwater,,FW
150,1227116421067,,United State Geological Survey,USGS,14353420,42.095967,-122.719199,"MIDDLE FORK OF E.F. ASHLAND CREEK, NR ASHLAND, OR",Needs Secondary Review,Correct,,0.876324,171003,Southern Oregon Coastal,17100308,Middle Rogue,Unnamed Stream,,StreamNet 100K,,,,,Freshwater,,FW
151,1227116421067,,United State Geological Survey,USGS,14353425,42.097077,-122.729477,"WEST FORK OF E.F. ASHLAND CREEK, NEAR ASHLAND, OR",Needs Secondary Review,Potential Digitization,Stream Not delineated,1.008589,171003,Southern Oregon Coastal,17100308,Middle Rogue,Unnamed Stream,,StreamNet 100K,,,,,,,
152,1227147421525,,United State Geological Survey,USGS,14353429,42.083189,-122.706976,"EAST FORK OF EF ASHLAND CREEK, AT MT. ASHLAND, OR",Needs Secondary Review,Correct,,5.778473,171003,Southern Oregon Coastal,17100308,Middle Rogue,East Fork Ashland Creek,,StreamNet 100K,,,,,Freshwater,,FW
153,1227147421525,,United State Geological Survey,USGS,14353430,42.084856,-122.705865,"EAST FORK OF E.F. ASHLAND CREEK, NEAR ASHLAND, OR",Needs Secondary Review,Correct,,5.778473,171003,Southern Oregon Coastal,17100308,Middle Rogue,East Fork Ashland Creek,,StreamNet 100K,,,,,Freshwater,,FW
154,1227147421525,,United State Geological Survey,USGS,14353435,42.090411,-122.709754,"PUMPHOUSE CREEK AT MT ASHLAND, NEAR ASHLAND, OR",Needs Secondary Review,Potential Digitization,Stream Not delineated,5.372049,171003,Southern Oregon Coastal,17100308,Middle Rogue,East Fork Ashland Creek,,StreamNet 100K,,,,,,,
155,1227147421525,,United State Geological Survey,USGS,14353450,42.109022,-122.711143,"E.F. ASHLAND CK, ABV BULL GAP CK, NR ASHLAND, OR",Needs Secondary Review,Correct,,4.015091,171003,Southern Oregon Coastal,17100308,Middle Rogue,East Fork Ashland Creek,,StreamNet 100K,,,,,Freshwater,,FW
156,1218729420836,,United State Geological Survey,USGS,420451121510000,42.080833,-121.85,"KLAMATH STRAITS DRAIN NEAR HIGHWAY 97, OR",Needs Secondary Review,Correct,,1.47243,180102,Klamath,18010204,Lost,Klamath Strait,,PNW Hydrography 24K,,,,,Freshwater,,FW
157,1221913420005,,United State Geological Survey,USGS,420615121533600,42.104167,-121.893333,"KLAMATH RIVER AT SITE 12A, NR ROCK QUARRY, OR",Needs Secondary Review,Correct,,238.08047,180102,Klamath,18010204,Lost,Klamath River,,Modified Streamnet 100K,,,,,Freshwater,,FW
158,1221913420005,,United State Geological Survey,USGS,420853121505500,42.148056,-121.848611,"KLAMATH RIVER AT MILLER ISLAND BOAT RAMP, OR",Needs Secondary Review,Correct,,245.914536,180102,Klamath,18010204,Lost,Klamath River,,Modified Streamnet 100K,,,,,Freshwater,,FW
159,1217855421705,,United State Geological Survey,USGS,420941121453200,42.161472,-121.75875,OSU AG RESEARCH STATION,Needs Secondary Review,Correct,,1.680447,180102,Klamath,18010204,Lost,Number One Drain,,PNW Hydrography 24K,,,,,Freshwater,,FW
160,1217855421705,,United State Geological Survey,USGS,421015121471800,42.170833,-121.788333,"LOST RIVER DIVERSION CHANNEL NR KLAMATH RIVER, OR",Needs Secondary Review,Potential Digitization,Diversion Not delineated,0,180102,Klamath,18010204,Lost,Number One Drain,,PNW Hydrography 24K,,,,,,,
161,1221913420005,1218317421623,United State Geological Survey,USGS,421205121462300,42.201201,-121.774086,LAKE EUWANA TRESTLE (LET),Needs Secondary Review,Correct,,251.730784,180102,Klamath,18010204,Lost,Klamath River,"Ewauna, Lake",Modified Streamnet 100K,StreamNet 100K,,,,Freshwater,,FW
162,1221913420005,1218317421623,United State Geological Survey,USGS,421209121463000,42.2025,-121.775,"KLAMATH RIVER AT RAILROAD BRIDGE, OR",Needs Secondary Review,Correct,,251.82714,180102,Klamath,18010204,Lost,Klamath River,"Ewauna, Lake",Modified Streamnet 100K,StreamNet 100K,,,,Freshwater,,FW
163,1221913420005,,United State Geological Survey,USGS,421311121472100,42.203006,-121.790329,LINK RIVER  (LRV),Needs Secondary Review,Correct,"Link River connects Upper Klamath Lake and Ewauna Lake. ",251.994884,180102,Klamath,18010204,Lost,Klamath River,,Modified Streamnet 100K,,,,,Freshwater,,FW
164,1221913420005,1218742423884,United State Geological Survey,USGS,421420121481700,42.238755,-121.805866,FREMONT BRIDGE  (FBR),Needs Secondary Review,Correct,,254.935432,180102,Klamath,18010203,Upper Klamath Lake,Klamath River,Upper Klamath Lake,Modified Streamnet 100K,StreamNet 100K,,,,Freshwater,,FW
165,1218632423267,,United State Geological Survey,USGS,421740121551200,42.294308,-121.921122,FLOODED CALEDONIA MARSH (FCM-3),Needs Secondary Review,Correct,,5.189312,180102,Klamath,18010203,Upper Klamath Lake,Unnamed Stream,,StreamNet 100K,,,,,Freshwater,,FW
166,1218632423267,,United State Geological Survey,USGS,421807121543800,42.301808,-121.911677,FLOODED CALDONIA MARSH (FCM-1),Needs Secondary Review,Correct,,4.346919,180102,Klamath,18010203,Upper Klamath Lake,Unnamed Stream,,StreamNet 100K,,,,,Freshwater,,FW
167,1218632423267,,United State Geological Survey,USGS,421819121532800,42.305141,-121.892232,FLOODED CALEDONIA MARSH (FCM-2),Needs Secondary Review,Correct,,1.775275,180102,Klamath,18010203,Upper Klamath Lake,Unnamed Stream,,StreamNet 100K,,,,,Freshwater,,FW
168,1221913420005,,United State Geological Survey,USGS,421838121513900,42.31042,-121.861953,NORTH BUCK ISLAND  - NBI,Needs Secondary Review,Correct,,261.150958,180102,Klamath,18010203,Upper Klamath Lake,Klamath River,,Modified Streamnet 100K,,,,,Freshwater,,FW
