OBJECTID,DESCRIPTION,DEC_LAT,DEC_LONG,RIVER_MILE,LLID,LAKE_LLID,LAKE_NAME,EPA_BEACH_ID,BEACH_NAME,AGENCY,AGENCY_ID,MATRIX,STATION,STREAM_NAME,LAKE_SOURCE,STREAM_SOURCE
159,Elk Lake Creek lower,44.88987,-122.00845,0.5,1220057448954,,,,,Oregon Department of Environmental Quality,ODEQ,FW,31387,Elk Lake Creek,,
160,Sucker Creek,42.147778,-123.541389,5.3,1236144421299,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25814,Sucker Creek,,
161,Elk Creek below Yoncalla Creek,43.63783,-123.29827,25.4,1235674436327,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25173,Elk Creek,,
162,Tillamook Bay,45.538056,-123.905556,1.9,1239378455599,,,,,Oregon Department of Environmental Quality,ODEQ,ES,20716,Tillamook Bay,,
163,Hutton Spring  -  Alkali Lake Hazardous Waste Site,42.988889,-120.0525,0.46,1200448429856,1200313429768,Alkali Lake,,,Oregon Department of Environmental Quality,ODEQ,FW,14218,Unnamed Stream,StreamNet,24K
164,Umatilla River 300 feet downstream of Butter Creek confluence,45.79498,-119.33203,15.03,1193384459144,,,,,Oregon Department of Environmental Quality,ODEQ,FW,32100,Umatilla River,,100K
165,Loowit Creek,46.02596,-123.8421,1,1238515460388,,,,,Oregon Department of Environmental Quality,ODEQ,FW,30342,Loowit Creek,,
166,Mill Creek at River Mile 4.0 (Mohawk) ORWI98-0344,44.190864,-122.76571,3.9,1228397441900,,,,,Oregon Department of Environmental Quality,ODEQ,FW,30746,Mill Creek,,
167,"South Umpqua River near Tri Cities, OR",42.9931,-123.3323,42.1,1234460432680,,,,,Oregon Department of Environmental Quality,ODEQ,FW,30726,South Umpqua River,,
168,Willamette River at Meldrum Bar Boat Ramp,45.377222,-122.616944,24.1,1227618456580,,,,,Oregon Department of Environmental Quality,ODEQ,FW,13248,Willamette River,,
169,Columbia Slough at Landfill Road,45.6105,-122.753056,3,1227713456445,,,,,Oregon Department of Environmental Quality,ODEQ,FW,11201,Columbia Slough #1,,
170,"Rock Creek, 0.5 mile downstream of East Rock Creek (North Santiam, Santiam, Willamette)",44.699109,-122.395636,5.5,1224422447536,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23899,Rock Creek,,
171,Siuslaw River,43.903348,-123.59785,62.1,1241338440157,,,,,Oregon Department of Environmental Quality,ODEQ,FW,26816,Siuslaw River,,
172,Lewis and Clark River at River Mile 6.5,46.08662,-123.83943,7.2,1238576461676,,,,,Oregon Department of Environmental Quality,ODEQ,ES,25571,Lewis And Clark River,,
173,Wray Creek,44.69418,-118.68776,1.6,1187119446817,,,,,Oregon Department of Environmental Quality,ODEQ,FW,30385,Wray Creek,,
174,Little Applegate River at Road Mile 2.6 (Rogue),42.1802,-123.00716,2.4,1230453421985,,,,,Oregon Department of Environmental Quality,ODEQ,FW,28370,Little Applegate River,,100K
175,Tolovana State Park Beach,45.87272,-123.96306,31.45,1240637462558,,,OR488730,Tolovana State Park Beach,Oregon Department of Environmental Quality,ODEQ,SW,30503,Pacific Ocean,,
176,Mud Creek 100 feet upstream of confluence with Bridge Creek,42.845444,-118.838861,2.9,1187497428366,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23036,Bridge Creek,,
177,Hamilton Creek (South Santiam),44.499315,-122.72912,7.9,1228544445157,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25360,Hamilton Creek,,
178,Willow Creek 1/4 mile upstream of Cutsforth Park at USFS paved shoulder pull-out,45.183758,-119.324833,71.7,1200159457949,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25160,Willow Creek,,
179,Ferguson Creek at Territorial Road,44.248333,-123.285528,1.3,1232672442527,,,,,Oregon Department of Environmental Quality,ODEQ,FW,11137,Ferguson Creek,,
180,"Fogarty CR Beach, 0.2 km S of path, right of rock",44.83924,-124.05304,116.48,1240637462558,,,OR673620,Fogarty Creek Beach,Oregon Department of Environmental Quality,ODEQ,SW,29253,Pacific Ocean,,
181,"Carcus Creek at mouth (Clatskanie River tributary, River Mile 11.2)",46.040983,-123.082404,11.5,1232215461207,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23537,Clatskanie River,,
182,Cummins Creek at Highway 101,44.265667,-124.105528,0.2,1241087442658,,,,,Oregon Department of Environmental Quality,ODEQ,FW,18774,Cummins Creek,,
183,"Deschutes River at Hwy 42 (Road 2114, South Century Drive)",43.817611,-121.4895,195.3,1209151456389,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10687,Deschutes River,,
184,Odell Lake at Sunset Cove dock,43.56245,-121.9639,,,1219963435741,Odell Lake,,,Oregon Department of Environmental Quality,ODEQ,FW,25509,No-See-Em Creek,StreamNet,100K
185,Clatskanie River above Fall Creek at Beaver boat ramp (Columbia),46.1075,-123.206417,1.23,1232215461207,,,,,Oregon Department of Environmental Quality,ODEQ,ES,34165,Clatskanie River,,100K
186,Wallowa River downstream of Wallowa at Hwy 82,45.584667,-117.540083,22.2,1177853457255,,,,,Oregon Department of Environmental Quality,ODEQ,FW,21518,Wallowa River,,
187,Baker Creek at Ed Grenfell County Park (Yamhill),45.2272,-123.2735,6.39,1231850452478,,,,,Oregon Department of Environmental Quality,ODEQ,FW,33961,Baker Creek,,100K
188,Hood River at footbridge downstream of I-84,45.710722,-121.506722,0.7,1215067457204,,,,,Oregon Department of Environmental Quality,ODEQ,FW,12012,Hood River,,
189,Eagle Creek at Doty Road Bridge,45.348528,-122.377639,0.6,1223833453520,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10870,Eagle Creek,,
190,"Cat Creek at River Mile 1.50 (Champion, Brice, Row, Coast Fork Willamette)",43.620848,-122.677977,1.3,1226616436334,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23857,Cat Creek,,
191,Coquille River Middle Fork below Reed Creek,43.0211,-123.6987,31.35,1241173430339,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35218,Middle Fork Coquille River,,
192,South Fork Coquille River at mouth,43.080528,-124.140417,0.1,1241417430803,,,,,Oregon Department of Environmental Quality,ODEQ,ES,11740,South Fork Coquille River,,
193,North Fork Coquille River at Bennett Park,43.113139,-124.077194,10.3,1241417430804,,,,,Oregon Department of Environmental Quality,ODEQ,FW,12473,North Fork Coquille River,,
194,Coyote Creek at Petzold Road,44.005278,-123.268611,6.3,1232820440749,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10151,Coyote Creek,,
195,"Lee Creek at bridge (Myrtle Creek, South Umpqua)",43.1265,-123.1596,2.17,1231685430998,,,,,Oregon Department of Environmental Quality,ODEQ,FW,33180,Lee Creek,,100K
196,"Netarts Bay, 0.4 nautical miles southwest of Yager CR mouth",45.410933,-123.943929,1.72,1239524454337,,,,,Oregon Department of Environmental Quality,ODEQ,ES,31591,Netarts Bay,,100K
197,Greasewood Creek at mouth near Hwy 11,45.739083,-118.613056,0.03,1186144457386,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23101,Greasewood Creek,,
198,Calf Creek at Hwy 20 upstream of confluence with Malheur River,43.795,-117.9855,0.1,1179868437949,,,,,Oregon Department of Environmental Quality,ODEQ,FW,30455,Calf Creek,,
199,North Fork Coquille River at Cooper Bridge,43.071667,-124.105972,4,1241417430804,,,,,Oregon Department of Environmental Quality,ODEQ,FW,11571,North Fork Coquille River,,
200,Elk Creek,46.05766,-123.5371,2.4,1235056460801,,,,,Oregon Department of Environmental Quality,ODEQ,FW,30621,Elk Creek,,
201,"Lost Creek at headwaters, 5.5 meters up Bear Boulevard (Willamette, Middle Fork Willamette)",43.801111,-122.766111,13.1,1228482439494,,,,,Oregon Department of Environmental Quality,ODEQ,FW,26625,Lost Creek,,
202,"Maxfield Creek near mouth (Luckiamute, Willamette)",44.6969,-123.4341,0.27,1234394446983,,,,,Oregon Department of Environmental Quality,ODEQ,FW,33918,Maxfield Creek,,100K
203,Fall Creek at River Mile 0.7,45.494944,-123.588278,0.6,1236004454966,,,,,Oregon Department of Environmental Quality,ODEQ,FW,12278,Fall Creek,,
204,"Harris Beach, 200 feet north of Harris Creek",42.06853,-124.31607,348.33,1240637462558,,,OR270205,Harris Beach State Park,Oregon Department of Environmental Quality,ODEQ,SW,31557,Pacific Ocean,,100K
205,Hood River Above Powerdale Power Station,45.704,-121.5078,1.5,1215067457204,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35138,Hood River,,
206,Long Tom River downstream of Fern Ridge Dam,44.118472,-123.301639,24.3,1232400443847,,,,,Oregon Department of Environmental Quality,ODEQ,FW,11142,Long Tom River,,
207,Willamette River at Tualatin River confluence,45.3376,-122.6498,28.32,1227618456580,,,,,Oregon Department of Environmental Quality,ODEQ,FW,33618,Willamette River,,100K
208,Klamath River at Hwy 97 Bridge SE,42.174944,-121.797722,238.29,1221913420005,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10767,Klamath River,,
209,Siuslaw River u/s of Barber Creek,44.0539,-123.72179,33.07,1241338440157,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34222,Siuslaw River,,100K
210,Klamath River downstream of J.C. Boyle Dam,42.120328,-122.047917,224.45,1221913420005,,,,,Oregon Department of Environmental Quality,ODEQ,FW,26064,Klamath River,,
211,Coos Bay,43.404167,-124.199167,0.5,1242083434031,,,,,Oregon Department of Environmental Quality,ODEQ,ES,20702,Willanch Slough,,
212,Scappoose Creek at RM 3.9 (Multnomah Channel),45.78468,-122.86737,3.9,1228400458172,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34531,Scappoose Creek,,
213,Prairie Creek and junction of Liberty Road and Turner Lane,45.30375,-117.1549,14.6,1172966454199,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25448,Prairie Creek,,
214,Tillamook Bay,45.514722,-123.901111,3.7,1239378455599,,,,,Oregon Department of Environmental Quality,ODEQ,ES,20725,Tillamook Bay,,
215,"East Odell lake, surface",43.551066,-121.963633,11.07,1220475435847,1219963435741,Odell Lake,,,Oregon Department of Environmental Quality,ODEQ,FW,32516,Odell Creek,StreamNet,100K
216,"Woodford Creek at Swamp Creek Road (Cow, South Umpqua)",42.7635,-123.3326,0.55,1233411427675,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34147,Woodford Creek,,100K
217,Klamath River at powerline crossing (downstream of strait),42.089917,-121.885444,248.34,1221913420005,,,,,Oregon Department of Environmental Quality,ODEQ,FW,11594,Klamath River,,
218,Crooked River upstream of Dry Canyon,44.33728,-121.04799,33.47,1212676445778,,,,,Oregon Department of Environmental Quality,ODEQ,FW,32493,Crooked River,,100K
219,"Outfall pipe at Seaside Public Boat Ramp (Necanicum R at RM 2.06, left bank)",45.99377,-123.9246,2.06,1239277460111,,,,,Oregon Department of Environmental Quality,ODEQ,ES,24335,Necanicum River,,100K
220,Coquille River at River Mile 3,43.144998,-124.402507,3,1244273431235,,,,,Oregon Department of Environmental Quality,ODEQ,ES,25657,Coquille River,,
221,Neskowin Beach 100 meters north of creek and hill at creek mouth,45.10529,-123.98633,94.53,1240637462558,,,OR378443,Neskowin Beach,Oregon Department of Environmental Quality,ODEQ,SW,32132,Pacific Ocean,,100K
222,Big Creek at Sunset Bay State Park,43.33,-124.37,0.3,1243751433324,,,OR110179,Sunset Bay State Park Beach,Oregon Department of Environmental Quality,ODEQ,FW,30921,Big Creek,,
223,"Beaver Cr @ railcar bridge S of Hwy 20 (Depot Cr, Yaquina)",44.6287,-123.9625,1.01,1239498446308,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34763,Beaver Creek,,100K
224,Odell Lake at west end,43.58065,-122.023,14.74,1220475435847,1219963435741,Odell Lake,,,Oregon Department of Environmental Quality,ODEQ,FW,31537,Odell Creek,StreamNet,100K
225,"East Fork Williams Creek at Browns Road (Applegate, Rogue)",42.2106,-123.2739,0.01,1232742422112,,,,,Oregon Department of Environmental Quality,ODEQ,FW,28365,East Fork Williams Creek,,100K
226,Jordan Creek above Seven Feasthers RV Park,42.9335,-123.2965,0.88,1232899429448,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34834,Jordan Creek,,100K
227,Port Orford South Cove,42.74149,-124.49524,287.99,1240637462558,,,OR154754,Port Point Beach,Oregon Department of Environmental Quality,ODEQ,SW,32579,Pacific Ocean,,100K
228,"Shelton Ditch at Chruch Street, Salem (diversion between Mill and Pringle Creeks)",44.9344,-123.0372,0.5,1230450449387,,,,,Oregon Department of Environmental Quality,ODEQ,FW,28737,Pringle Creek,,
229,Slater Creek Coquille,42.945881,-123.79791,1.3,1238080429625,,,,,Oregon Department of Environmental Quality,ODEQ,FW,26828,Slater Creek,,
230,"South Fork Sprague River at Sprague River Campground, Hwy 140",42.370917,-120.968056,10.3,1211099424385,,,,,Oregon Department of Environmental Quality,ODEQ,FW,21564,South Fork Sprague River,,
231,Crystal Creek at mouth,43.57197,-122.0209,0.7,1220237435808,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25511,Crystal Creek,,
232,Columbia River at River Mile 19. north shore northeast of Knappton,46.280329,-123.806065,14.1,1240483462464,,,,,Oregon Department of Environmental Quality,ODEQ,ES,31608,Columbia River,,100K
233,Coquille River at River Mile 4.0,43.145722,-124.384333,3.6,1244273431235,,,,,Oregon Department of Environmental Quality,ODEQ,ES,11723,Coquille River,,
234,Lost Creek approximately 8 miles south of Dexter,43.84571,-122.78405,9,1228482439494,,,,,Oregon Department of Environmental Quality,ODEQ,FW,29035,Lost Creek,,
235,Lake Creek at Little Butte Creek,42.42014,-122.62025,16.5,1228754424514,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25594,Little Butte Creek,,
236,Yaquina Bay at east end upstream of seawall,44.628722,-124.04075,2.5,1240830446097,,,,,Oregon Department of Environmental Quality,ODEQ,ES,13692,Yaquina River,,
237,Luckiamute River at Bald Mountain Road (Willamette),44.77806,-123.59333,51.61,1231480447559,,,,,Oregon Department of Environmental Quality,ODEQ,FW,33967,Luckiamute River,,100K
238,Netarts Bay at Wittwer Oyster Plot Station #8,45.401111,-123.948056,2.5,1239524454337,,,,,Oregon Department of Environmental Quality,ODEQ,ES,13646,Netarts Bay,,
239,"OR2000-0046, Columbia River 46",46.21268,-123.78088,14.5,1240483462464,,,,,Oregon Department of Environmental Quality,ODEQ,ES,24028,Columbia River,,
240,Drift Creek at Elk's Park Bridge (Mid Coast),44.92267,-123.98933,2.01,1240200449111,,,,,Oregon Department of Environmental Quality,ODEQ,FW,28599,Drift Creek,,
241,Powder River at Hwy 7 (in Baker City),44.781944,-117.826667,114.1,1170508447455,,,,,Oregon Department of Environmental Quality,ODEQ,FW,11490,Powder River,,
242,Mill Creek at Hubbard Creek Road (South Umpqua),43.3659,-123.5022,1,1235142433748,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34138,Mill Creek,,100K
243,Bridge Creek at lower end fish screen,42.863917,-118.722389,1.1,1187359428738,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23040,Bridge Creek,,
244,"Columbia River at Hood River Hook, 1 mile below Hood River",45.7172,-121.5258,164.43,1240483462464,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34161,Columbia River,,100K
245,Blue River at Blue River Drive,44.155444,-122.339778,0.3,1223436441532,,,,,Oregon Department of Environmental Quality,ODEQ,FW,12655,Blue River,,
246,Mohawk River at Hill Road,44.092306,-122.959333,1.6,1229753440859,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10663,Mohawk River,,
247,Pudding River at Hwy 211 (Woodburn),45.150361,-122.792528,21,1227161452842,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10640,Pudding River,,
248,"Otter Rock Beach, 0.2 km south of stairs",44.74466,-124.06217,126.94,1240637462558,,,OR742120,Otter Rock Beach,Oregon Department of Environmental Quality,ODEQ,SW,29249,Pacific Ocean,,
249,Siletz Bay Beach at Siletz Bay Park,44.92672,-124.01507,0.1,1240207449091,,,OR400253,Siletz Bay Beach,Oregon Department of Environmental Quality,ODEQ,ES,29343,Siletz River,,
250,"OR2000-0049, Columbia River 49",46.24906,-123.44038,32.4,1240483462464,,,,,Oregon Department of Environmental Quality,ODEQ,ES,24031,Columbia River,,
251,Lookout Creek at Gypsy Camp,44.2225,-122.240278,1.7,1222619442061,,,,,Oregon Department of Environmental Quality,ODEQ,FW,21858,Lookout Creek,,
252,Tillamook Bay at North Dolphin,45.521111,-123.901111,3.5,1239378455599,,,,,Oregon Department of Environmental Quality,ODEQ,ES,13299,Tillamook Bay,,
253,Clackamas River at River Mile 60.2,45.019439,-121.992842,59.41,1226050453723,,,,,Oregon Department of Environmental Quality,ODEQ,FW,33906,Clackamas River,,
254,"Harris Beach, in mid creek",42.06324,-124.30414,349.188,1240637462558,,,OR270205,Harris Beach State Park,Oregon Department of Environmental Quality,ODEQ,ES,31550,Pacific Ocean,,24K
255,"L. Patton Site, at dump site, 300 feet below outfall",45.3756,-121.925,1.68,1219397453543,,,,,Oregon Department of Environmental Quality,ODEQ,FW,32137,Clear Creek,,100K
256,"Nye Beach at Hallmark Resort, 0.2 km south from bottom of stairs",44.62979,-124.06804,136.65,1240637462558,,,OR578688,Nye Beach,Oregon Department of Environmental Quality,ODEQ,SW,29243,Pacific Ocean,,
257,Big Creek at day use bridge,43.33089,-124.37326,0.14,1243751433324,,,OR110179,Sunset Bay State Park Beach,Oregon Department of Environmental Quality,ODEQ,ES,31450,Big Creek,,100K
258,South Fork Kilchis River at mouth,45.604472,-123.752222,0.1,1237541456044,,,,,Oregon Department of Environmental Quality,ODEQ,FW,17095,South Fork Kilchis River,,
259,Isthmus Slough at old shack between Eastside Bridge & Coos City Bridge,43.3313,-124.1925,4.46,1241999433841,,,,,Oregon Department of Environmental Quality,ODEQ,ES,33073,Isthmus Slough,,100K
260,"Burnt River at River Mile 31.5 (Snake), on Burnt River Canyon Road, BLM boundary",44.575481,-117.540425,31,1172299443641,,,,,Oregon Department of Environmental Quality,ODEQ,FW,26587,Burnt River,,
261,Malhuer River near City of Ontario WWTP,44.0471,-116.9936,1.76,1169731440585,,,,,Oregon Department of Environmental Quality,ODEQ,FW,33173,Malheur River,,100K
262,"Willamette River at Willamette Park boat ramp, Corvallis",44.5518,-123.2519,132.8,1227618456580,,,,,Oregon Department of Environmental Quality,ODEQ,FW,29043,Willamette River,,
263,"Walker Creek, Nestucca",45.293479,-123.415336,1.3,1234134453102,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25316,Walker Creek,,
264,Willow Creek tributary near Thompson Spring,44.33264,-117.59295,0.04,1175933443321,,,,,Oregon Department of Environmental Quality,ODEQ,FW,33806,Crow Creek,,
265,"Harris Beach, middle of kelp cove",42.06568,-124.30896,348.88,1240637462558,,,OR270205,Harris Beach State Park,Oregon Department of Environmental Quality,ODEQ,SW,31553,Pacific Ocean,,
266,"Sterling Creek at Little Applegate Road (Applegate, Rogue)",42.17178,-122.99704,0.11,1229990421724,,,,,Oregon Department of Environmental Quality,ODEQ,FW,28376,Sterling Creek,,100K
267,Lost River at Crystal Springs Road near Wilson Reservoir,42.155414,-121.661497,26.37,1212146420011,1216626421524,Lost River Pool,,,Oregon Department of Environmental Quality,ODEQ,FW,30179,Lost River,StreamNet,100K
