MonitoringLocationIdentifier,Site_no,OrganizationIdentifier,OrganizationFormalName,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasureMeasureValue,DrainageAreaMeasureMeasureUnitCode,ContributingDrainageAreaMeasureMeasureValue,ContributingDrainageAreaMeasureMeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasureMeasureValue,HorizontalAccuracyMeasureMeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasureMeasureValue,VerticalMeasureMeasureUnitCode,VerticalAccuracyMeasureMeasureValue,VerticalAccuracyMeasureMeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasureMeasureValue,WellDepthMeasureMeasureUnitCode,WellHoleDepthMeasureMeasureValue,WellHoleDepthMeasureMeasureUnitCode,Site_name,Agency,LLID_Stream_Lake,Str_LLID,Str_name,LAKE_LLID,LAKE_NAME,LatChar,LonChar
USGS-434805117031700,4.34805E+14,USGS-ID,USGS Idaho Water Science Center,301 DRAIN NEAR HIGHWAY 201 NEAR OWYHEE OR,Stream: Ditch,Project B6003,17050110,NA,,NA,,43.8013889,-117.0547222,24000,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.8013889,-117.0547222
USGS-434916117271600,4.34916E+14,USGS-OR,USGS Oregon Water Science Center,LITTLE TWIN RESERVOIR,"Lake, Reservoir, Impoundment",ARMI Water Collection site-C.Anderson Aug.2002,17050117,NA,,NA,,43.8209918,-117.4554595,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,2760,feet,10,feet,Global Positioning System,NGVD29,US,41,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.8209918,-117.4554595
USGS-434917121270000,4.34917E+14,USGS-OR,USGS Oregon Water Science Center,"LITTLE DESCHUTES R @ S CENTURY DR, NR SUNRIVER, OR",Stream,River mile 5.4    S.Hinkle   Oct. 2006,17070302,NA,,NA,,43.8211743,-121.451083,NA,0.5,seconds,"Global positioning system (GPS), uncorrected",NAD83,4165,feet,5,feet,Interpolated from topographic map,NGVD29,US,41,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.8211743,-121.451083
USGS-435014121274900,4.35014E+14,USGS-OR,USGS Oregon Water Science Center,UNNAMED SLOUGH DRAIN TO DESCHUTES R @ RM 194.8 OR,Stream,STEVE HINKLE PROJECT,17070301,NA,,NA,,43.8369796,-121.4647505,NA,0.5,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.8369796,-121.4647505
USGS-435029117283500,4.35029E+14,USGS-OR,USGS Oregon Water Science Center,"VINE HILL RESERVOIR, OR","Lake, Reservoir, Impoundment",ARMI Water collection sites-C.Anderson Aug.2002,17050117,NA,,NA,,43.8412697,-117.4774055,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,2960,feet,10,feet,Global Positioning System,NGVD29,US,41,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.8412697,-117.4774055
USGS-435147123034100,4.35147E+14,USGS-OR,USGS Oregon Water Science Center,"HILL CREEK NEAR CRESWELL, OR",Stream,URBAN GRADIENT LAND USE STUDY  M.Sarantou  3/04,NA,NA,,NA,,43.8617903,-123.0625819,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.8617903,-123.0625819
USGS-435212122483300,4.35212E+14,USGS-OR,USGS Oregon Water Science Center,"LOST CREEK NEAR DEXTER, OR",Stream,URBAN GRADIENT LAND USE STUDY  M.Sarantou 3/04,17090001,32.2,sq mi,NA,,43.8698473,-122.8103481,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,800,feet,20,feet,Interpolated from topographic map,NGVD29,US,41,39,NA,NA,NA,NA,NA,NA,NA,NA,"LOST CREEK NEAR DEXTER, OR",USGS,1.22848E+12,1.22848E+12,Lost Creek,NA,NA,43.8698473,-122.8103481
USGS-440257123103200,4.40257E+14,USGS-OR,USGS Oregon Water Science Center,"AMAZON CREEK NEAR DANEBO ROAD AT EUGENE, OR",Stream,URBAN GRADIENT LAND USE STUDY  M.Sarantou 04/2004,17090003,19.4,sq mi,NA,,44.0490131,-123.1767568,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,380,feet,20,feet,Interpolated from topographic map,NGVD29,US,41,39,NA,NA,NA,NA,NA,NA,NA,NA,"AMAZON CREEK NEAR DANEBO ROAD AT EUGENE, OR",USGS,1.23265E+12,1.23265E+12,Amazon Creek,NA,NA,44.0490131,-123.1767568
USGS-440306122535200,4.40306E+14,USGS-OR,USGS Oregon Water Science Center,"72nd STORMWATER CULVERT AT THURSTON RD, SPGFLD, OR",Stream,EWEB Storm event monitor proj-C.Anderson Sept.2002,NA,NA,,NA,,44.0517778,-122.8976389,NA,0.1,seconds,"Global positioning system (GPS), uncorrected",NAD83,527,feet,1,feet,Altimeter,NAVD88,US,41,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.0517778,-122.8976389
USGS-440314122541500,4.40314E+14,USGS-OR,USGS Oregon Water Science Center,"69th STORMWATER CHANNEL AT THURSTON RD,SPRGFLD, OR",Stream,EWEB Storm event monitor proj-C.Anderson Sept.2002,NA,NA,,NA,,44.0539722,-122.9042222,NA,0.1,seconds,"Global positioning system (GPS), uncorrected",NAD83,529,feet,1,feet,Altimeter,NAVD88,US,41,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.0539722,-122.9042222
USGS-440314123091300,4.40314E+14,USGS-OR,USGS Oregon Water Science Center,GRIMES POND (NWR EUGN SITE),"Lake, Reservoir, Impoundment",NWR qw EUGN site   C. Anderson June 2004,NA,NA,,NA,,44.0538833,-123.1537139,NA,0.1,seconds,"Global positioning system (GPS), uncorrected",NAD83,122,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.0538833,-123.1537139
USGS-440317122574900,4.40317E+14,USGS-OR,USGS Oregon Water Science Center,"42nd STORMWATER CULVERT AT WEYCO, SPRINGFIELD, OR",Stream,EWEB storm event monitor proj-C.Anderson Sept.2002,NA,NA,,NA,,44.0546111,-122.9635833,NA,0.1,seconds,"Global positioning system (GPS), uncorrected",NAD83,486,feet,1,feet,Altimeter,NAVD88,US,41,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.0546111,-122.9635833
USGS-440320122545300,4.4032E+14,USGS-OR,USGS Oregon Water Science Center,"64th STORMWATER PIPE AT TMS, SPRINGFIELD, OR",Stream,EWEB Storm event monitor proj-C.Anderson Sept.2002,NA,NA,,NA,,44.0556389,-122.9146667,NA,0.1,seconds,"Global positioning system (GPS), uncorrected",NAD83,519,feet,1,feet,Altimeter,NAVD88,US,41,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.0556389,-122.9146667
USGS-440322122494600,4.40322E+14,USGS-OR,USGS Oregon Water Science Center,"MCKENZIE R AT HENDRICKS PARK BOAT RAMP, SPGFLD, OR",Stream,EWEB Storm event monitor proj-C.Anderson Sept.2002,NA,NA,,NA,,44.0560278,-122.8293056,NA,0.1,seconds,"Global positioning system (GPS), uncorrected",NAD83,566,feet,1,feet,Altimeter,NAVD88,US,41,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.0560278,-122.8293056
USGS-440325122563600,4.40325E+14,USGS-OR,USGS Oregon Water Science Center,"52nd STORMWATER CHANEL AT HWY 126 SPRINGFIELD, OR",Stream,EWEB Storm Event Monitor proj-C.Anderson Sept.2002,NA,NA,,NA,,44.0568333,-122.9433889,NA,0.1,seconds,"Global positioning system (GPS), uncorrected",NAD83,498,feet,1,feet,Altimeter,NAVD88,US,41,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.0568333,-122.9433889
USGS-440339122580800,4.40339E+14,USGS-OR,USGS Oregon Water Science Center,"KEIZER SLOUGH AT SUB BRIDGE, SPRINGFIELD, OR",Stream,EWEB Storm event monitor proj-C.Anderson Sept.2002,NA,NA,,NA,,44.0607222,-122.969,NA,0.1,seconds,"Global positioning system (GPS), uncorrected",NAD83,467,feet,1,feet,Altimeter,NAVD88,US,41,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.0607222,-122.969
USGS-440405122495600,4.40405E+14,USGS-OR,USGS Oregon Water Science Center,"UNNAME TRIB TO WALTERVILLE CANAL @ CAMP CRK RD, OR",Stream,Perennial crk off Walterville EWEB proj  Nov 2008,NA,NA,,NA,NA,44.0680556,-122.8322222,NA,0.1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.0680556,-122.8322222
USGS-440418122574500,4.40418E+14,USGS-OR,USGS Oregon Water Science Center,MCKENZIE R.@ EUGENE PUMP; RM 14.9,Stream,,17090004,NA,,NA,,44.0715143,-122.9636939,NA,Unknown,Unknown,Interpolated from map,NAD83,NA,,NA,,,,US,41,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.0715143,-122.9636939
USGS-440516122424900,4.40516E+14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.0877778,-122.713611,NA,NA,NA,NA,NAD83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HAAGEN CR @ DEERHORN ROAD BRIDGE, NR DEERHORN, OR",USGS,1.22728E+12,1.22728E+12,Haagen Creek,NA,NA,44.0877778,-122.713611
USGS-440530122425500,4.4053E+14,USGS-OR,USGS Oregon Water Science Center,"MCKENZIE R AT HOLDEN CK RD BRIDGE, NR LEABURG, OR",Stream,EWEB project  C.Anderson  Aug. 2005,NA,NA,,NA,,44.0916667,-122.7152778,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.0916667,-122.7152778
USGS-440549122422200,4.40549E+14,USGS-OR,USGS Oregon Water Science Center,"HOLDEN CREEK AT MCKENZIE HWY, NEAR LEABURG, OR",Stream,EWEB PROJECT short site id E950  C.Anderson 9/2005,NA,NA,,NA,NA,44.0968722,-122.7062417,NA,0.1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.0968722,-122.7062417
USGS-440635122272100,4.40635E+14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.1097222,-122.4558333,NA,NA,NA,NA,NAD83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DEER CREEK @ GOODPASTURE RD BRIDGE, NR LEABURG, OR",USGS,1.22459E+12,1.22459E+12,Deer Creek,NA,NA,44.1097222,-122.4558333
USGS-440636120473100,4.40636E+14,USGS-OR,USGS Oregon Water Science Center,"CROOKED RIVER BELOW BOWMAN DAM, OR",Stream,"Curt Hughes Crooked River project  Nov. 1, 2004",NA,NA,,NA,NA,44.1098482,-120.7930697,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.1098482,-120.7930697
USGS-440724122224300,4.40724E+14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.1233333,-122.378611,NA,NA,NA,NA,NAD83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"QUARTZ CREEK AT MOUTH, NEAR FINN ROCK, OR",USGS,1.22382E+12,1.22382E+12,Quartz Creek,NA,NA,44.1233333,-122.378611
USGS-440731122314800,4.40731E+14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.1252778,-122.53,NA,NA,NA,NA,NAD83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GALE CREEK @ GOODPASTURE RD BRIDGE, NR LEABURG, OR",USGS,1.22529E+12,1.22529E+12,Gale Creek,NA,NA,44.1252778,-122.53
USGS-440944122091401,4.40944E+14,USGS-OR,USGS Oregon Water Science Center,HORSE CREEK BLW FOLEY SPRINGS @ MCKENZIE BRIDGE OR,Stream,Denny Wentz August 2002 project sites,NA,150,sq mi,NA,NA,44.1620679,-122.1550567,NA,1,seconds,Interpolated from map,NAD83,1420,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.1620679,-122.1550567
USGS-441120122195001,4.4112E+14,USGS-OR,USGS Oregon Water Science Center,"QUARTZ CREEK NEAR BLUE RIVER, OR",Stream,Denny Wentz August 2002 Project sites,NA,3.5,sq mi,NA,NA,44.1887375,-122.3317332,NA,1,seconds,Interpolated from map,NAD83,1470,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.1887375,-122.3317332
USGS-441916121151300,4.41916E+14,USGS-OR,USGS Oregon Water Science Center,"DESCHUTES RIVER ABOVE ODIN FALLS, OR",Stream,BLM WQ PROJECT    C.HUGHES   11/15/2005,NA,NA,,NA,,44.3209525,-121.2547591,24000,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,2672,feet,20,feet,Altimeter,NGVD29,US,41,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.3209525,-121.2547591
USGS-441924121153000,4.41924E+14,USGS-OR,USGS Oregon Water Science Center,"DESCHUTES RIVER BELOW ODIN FALLS, OR",Stream,BLM WQ Study Mid Deschutes River C.Hughes 4/26/06,NA,NA,,NA,NA,44.3233056,-121.2584167,24000,0.1,seconds,"Global positioning system (GPS), uncorrected",NAD83,2673,feet,20,feet,Interpolated from topographic map,NGVD29,US,41,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.3233056,-121.2584167
USGS-442348121133300,4.42348E+14,USGS-OR,USGS Oregon Water Science Center,"CROOKED RIVER AT GRASSLAND TRAIL, OR",Stream,"Curt Hughes Crooked River project  Nov. 1, 2004",NA,NA,,NA,NA,44.3965362,-121.227066,NA,0.1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.3965362,-121.227066
USGS-442351123181700,4.42351E+14,USGS-OR,USGS Oregon Water Science Center,"CHEADLE POND, FINLEY NWR, OR","Lake, Reservoir, Impoundment",Finley NWR sites   C.Anderson   May 2004,17090003,NA,,NA,,44.3974444,-123.30475,16400,0.1,seconds,"Global positioning system (GPS), uncorrected",NAD83,122,feet,10,feet,Global Positioning System,NGVD29,US,41,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.3974444,-123.30475
USGS-442406123192700,4.42406E+14,USGS-OR,USGS Oregon Water Science Center,CATTAIL POND  (NWR FNLY site),"Lake, Reservoir, Impoundment",NWR QW  FNLY site   C.Anderson June 2004,NA,NA,,NA,,44.4016667,-123.3241667,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,120,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4016667,-123.3241667
USGS-442427123185900,4.42427E+14,USGS-OR,USGS Oregon Water Science Center,"FINGER POND, FINLEY NWR, OR","Lake, Reservoir, Impoundment",Finley NWR Sites   C. Anderson  May 2004,17090003,NA,,NA,,44.4073611,-123.3162778,16400,0.1,seconds,"Global positioning system (GPS), uncorrected",NAD83,112,feet,10,feet,Global Positioning System,NGVD29,US,41,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4073611,-123.3162778
USGS-442447123194200,4.42447E+14,USGS-OR,USGS Oregon Water Science Center,"LOWER 22 POND, FINLEY NWR, OR","Lake, Reservoir, Impoundment",Finley NWR Sites  C.Anderson   May 2004,17090003,NA,,NA,,44.4128583,-123.3284,16400,0.1,seconds,"Global positioning system (GPS), uncorrected",NAD83,119,feet,10,feet,Global Positioning System,NGVD29,US,41,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4128583,-123.3284
USGS-442455123201800,4.42455E+14,USGS-OR,USGS Oregon Water Science Center,UPPER WOODPECKER POND      OR,"Lake, Reservoir, Impoundment",Chauncey Anderson NWR Finley sites  11/26/2007,NA,NA,,NA,,44.4151219,-123.339544,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,380,feet,20,feet,Interpolated from topographic map,NGVD29,US,41,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4151219,-123.339544
USGS-442503123194000,4.42503E+14,USGS-OR,USGS Oregon Water Science Center,"UPPER 22 POND, FINLEY NWR, OR","Lake, Reservoir, Impoundment",Finley NWR Sites    C.Anderson   May 2004,NA,NA,,NA,,44.4173611,-123.3277222,NA,0.1,seconds,"Global positioning system (GPS), uncorrected",NAD83,120,feet,10,feet,Global Positioning System,NGVD29,US,41,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4173611,-123.3277222
USGS-442508121173200,4.42508E+14,USGS-OR,USGS Oregon Water Science Center,"DESCHUTES RIVER BELOW STEELHEAD FALLS, OR",Stream,BLM WQ PROJECT     C.HUGHES   11/15/2005,NA,NA,,NA,NA,44.4187297,-121.2933746,24000,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,2277,feet,20,feet,Altimeter,NGVD29,US,41,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4187297,-121.2933746
USGS-442519123192100,4.42519E+14,USGS-OR,USGS Oregon Water Science Center,"UNIT 16 POND, FINLEY NWR, OR","Lake, Reservoir, Impoundment",Finley NWR Sites   C. Anderson May 2004,17090003,NA,,NA,,44.4219444,-123.3224167,16300,0.1,seconds,"Global positioning system (GPS), uncorrected",NAD83,114,feet,10,feet,Global Positioning System,NGVD29,US,41,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4219444,-123.3224167
USGS-442529123121900,4.42529E+14,USGS-OR,USGS Oregon Water Science Center,IMMIGRATION POND (NWR SNAG site),"Lake, Reservoir, Impoundment",NWR qw SNAG sites  C.Anderson   June 2004,NA,NA,,NA,,44.4246778,-123.2051583,NA,0.1,seconds,"Global positioning system (GPS), uncorrected",NAD83,79,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4246778,-123.2051583
USGS-442534123122500,4.42534E+14,USGS-OR,USGS Oregon Water Science Center,LOWER BEAVER  (NWR QW SNAG site),"Lake, Reservoir, Impoundment",NWR QW SNAG site   C.Anderson  June 2004,NA,NA,,NA,,44.4262278,-123.2070278,NA,0.1,seconds,"Global positioning system (GPS), uncorrected",NAD83,43,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4262278,-123.2070278
USGS-442545123132500,4.42545E+14,USGS-OR,USGS Oregon Water Science Center,UPPER BLUE HERON SLOUGH (NWR SNAG site),"Lake, Reservoir, Impoundment",NWR QW SNAG site  C.Anderson   June 2004,NA,NA,,NA,,44.4292,-123.2235694,NA,0.1,seconds,"Global positioning system (GPS), uncorrected",NAD83,43,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4292,-123.2235694
USGS-442848121180100,4.42848E+14,USGS-OR,USGS Oregon Water Science Center,"CROOKED RIVER AT WHINER ROCK, ABV OPAL SPRINGS, OR",Stream,Curt Hughes project May 2005,NA,NA,,NA,NA,44.4798129,-121.3013212,24000,0.1,seconds,"Global positioning system (GPS), uncorrected",NAD83,2100,feet,20,feet,Altimeter,NGVD29,US,41,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4798129,-121.3013212
USGS-443003122000801,4.43003E+14,USGS-OR,USGS Oregon Water Science Center,"NORTH SANTIAM RIVER NEAR MARION FORKS, OR",Stream,STRATA HC/f,17090005,21.2,sq mi,NA,NA,44.5006769,-122.0034014,24000,1,seconds,Interpolated from map,NAD83,NA,,NA,,,,US,41,43,NA,NA,NA,NA,NA,NA,NA,NA,"NORTH SANTIAM RIVER NEAR MARION FORKS, OR",USGS,1.23006E+12,1.23006E+12,North Santiam River,NA,NA,44.5006769,-122.0034014
USGS-4432261175510,4.43226E+12,USGS-OR,USGS Oregon Water Science Center,PINE CREEK POND A,"Lake, Reservoir, Impoundment",USGS-BRD ARMI Grazing effects study - C.Anderson,17050202,NA,,NA,NA,44.5404376,-117.9204909,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,4440,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5404376,-117.9204909
USGS-4433091175540,4.43309E+12,USGS-OR,USGS Oregon Water Science Center,PINE CREEK POND F,"Lake, Reservoir, Impoundment",USGS-BRD-ARMI Grazing effects study  C. Anderson,17050202,NA,,NA,,44.5523817,-117.9288247,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,4880,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5523817,-117.9288247
USGS-4433121175539,4.43312E+12,USGS-OR,USGS Oregon Water Science Center,PINE CREEK POND G,"Lake, Reservoir, Impoundment",USGS-BRD-ARMI Grazing effects study  C.Anderson,17050202,NA,,NA,NA,44.553215,-117.9285469,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,5180,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.553215,-117.9285469
USGS-4433261175548,4.43326E+12,USGS-OR,USGS Oregon Water Science Center,PINE CREEK POND J,"Lake, Reservoir, Impoundment",USGS-BRD-ARMI Grazing effects study  C.Anderson,17050202,NA,,NA,,44.5571038,-117.931047,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,5050,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5571038,-117.931047
USGS-443326123165200,4.43326E+14,USGS-OR,USGS Oregon Water Science Center,"OAK CREEK AT CORVALLIS, OR",Stream,URBAN GRADIENT LAND USE STUDY  M.Sarantou  3/04,17090003,12.6,sq mi,NA,,44.5570658,-123.2823218,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,220,feet,20,feet,Interpolated from topographic map,NGVD29,US,41,3,NA,NA,NA,NA,NA,NA,NA,NA,"OAK CREEK AT CORVALLIS, OR",USGS,1.23278E+12,1.23278E+12,Oak Creek,NA,NA,44.5570658,-123.2823218
USGS-4433281175549,4.43328E+12,USGS-OR,USGS Oregon Water Science Center,PINE CREEK POND I,"Lake, Reservoir, Impoundment",USGS-BRD-ARMI Grazing effects study  C.Anderson,17050202,NA,,NA,NA,44.5576593,-117.9313248,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,5280,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5576593,-117.9313248
USGS-4433311175509,4.43331E+12,USGS-OR,USGS Oregon Water Science Center,PINE CREEK POND D,"Lake, Reservoir, Impoundment",USGS-BRD-ARMI Grazing effects study C. Anderson,17050202,NA,,NA,NA,44.5584926,-117.9202137,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,4490,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5584926,-117.9202137
USGS-4433331175508,4.43333E+12,USGS-OR,USGS Oregon Water Science Center,PINE CREEK POND E,"Lake, Reservoir, Impoundment",USGS-BRD-ARMI Grazing effects study  C.Anderson,17050202,NA,,NA,NA,44.5590481,-117.9199359,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,4500,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5590481,-117.9199359
USGS-443516122204701,4.43516E+14,USGS-OR,USGS Oregon Water Science Center,"CANAL CREEK NEAR CASCADIA, OR",Stream,Denny Wentz August 2002 project site,NA,23.6,sq mi,NA,NA,44.5876233,-122.3475798,NA,1,seconds,Interpolated from map,NAD83,1525,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5876233,-122.3475798
USGS-443700117572600,4.437E+14,USGS-OR,USGS Oregon Water Science Center,"BLACK MOUNTAIN MIDDLE POND, OR","Lake, Reservoir, Impoundment",USGS-BRD-ARMI Project  C.Anderson Dec. 2002,17050203,NA,,NA,NA,44.6165464,-117.958271,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,5240,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6165464,-117.958271
USGS-4437151175721,4.43715E+12,USGS-OR,USGS Oregon Water Science Center,"LOWER BLACK MOUNTAIN POND, OR","Lake, Reservoir, Impoundment",USGS-BRD-ARMI Grazing effects study   C.Anderson,17050203,NA,,NA,NA,44.6207129,-117.9568823,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,5100,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6207129,-117.9568823
USGS-4437301175712,4.4373E+12,USGS-OR,USGS Oregon Water Science Center,BLACK MOUNTAIN LITTLE POND,"Lake, Reservoir, Impoundment",USGS-BRD-ARMI Grazing effects study  C.Anderson,17050203,NA,,NA,NA,44.6248795,-117.9543824,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,4900,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6248795,-117.9543824
