AGENCY,AGENCY_ID,STATION_ID,DEC_LAT,DEC_LONG,DATUM,DESCRIPTION,DESCRIPTION_2,LLID_Stream_Lake,Str_LLID,Str_name,LAKE_LLID,LAKE_NAME,COMMENTS,KEEP
United State Geological Survey,USGS,14164550,44.0706667,-122.8846667,NAD83,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR","CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",1.23E+12,1.23E+12,Camp Creek,NA,NA,,
United State Geological Survey,USGS,14164700,44.059348,-122.9196644,NAD83,"CEDAR CREEK AT SPRINGFIELD, OR","CEDAR CREEK AT SPRINGFIELD, OR",1.23E+12,1.23E+12,Cedar Flat Creek,NA,NA,,
United State Geological Survey,USGS,14164900,44.0712365,-122.9645273,NAD83,"McKENZIE RIVER ABV HAYDEN BR, AT SPRINGFIELD,OR","McKENZIE RIVER ABV HAYDEN BR, AT SPRINGFIELD,OR",1.23E+12,1.23E+12,McKenzie River,NA,NA,,
United State Geological Survey,USGS,14178000,44.7067885,-122.1011859,NAD83,"NO SANTIAM R BLW BOULDER CRK, NR DETROIT, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,14179000,44.7526218,-122.1289648,NAD83,"BREITENBUSH R ABV FRENCH CR NR DETROIT, OR.","BREITENBUSH R ABV FRENCH CR NR DETROIT, OR.",1.22E+12,1.22E+12,Breitenbush River,NA,NA,,
United State Geological Survey,USGS,14179100,44.7603997,-122.1684099,NAD83,"FRENCH CREEK NEAR DETROIT, OR","FRENCH CREEK NEAR DETROIT, OR",1.22E+12,1.22E+12,French Creek,NA,NA,,
United State Geological Survey,USGS,14180300,44.6529,-122.130908,NAD83,"BLOWOUT CREEK NEAR DETROIT, OR","BLOWOUT CREEK NEAR DETROIT, OR",1.22E+12,1.22E+12,Blowout Creek,NA,NA,,
United State Geological Survey,USGS,14181500,44.7526219,-122.298412,NAD83,"NORTH SANTIAM RIVER AT NIAGARA, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,14199710,45.1665118,-122.4900861,NAD83,"NATE CREEK NEAR COLTON,OREG.","NATE CREEK NEAR COLTON,OREG.",1.22E+12,1.22E+12,Nate Creek,NA,NA,,
United State Geological Survey,USGS,14200000,45.2442877,-122.687314,NAD83,"MOLALLA RIVER NEAR CANBY, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,14200400,44.9556776,-122.6284199,NAD83,"LITTLE ABIQUA CREEK NEAR SCOTTS MILLS, OR","LITTLE ABIQUA CREEK NEAR SCOTTS MILLS, OR",1.23E+12,1.23E+12,Little Abiqua Creek,NA,NA,,
United State Geological Survey,USGS,14201300,45.1003982,-122.8217596,NAD83,"ZOLLNER CREEK NEAR MT ANGEL, OR","ZOLLNER CREEK NEAR MT ANGEL, OR",1.23E+12,1.23E+12,Zollner Creek,NA,NA,,
United State Geological Survey,USGS,14202300,45.4673339,-123.2917776,NAD83,"TUALATIN RIVER AT CHERRY GROVE, OR.","TUALATIN RIVER AT CHERRY GROVE, OR.",1.23E+12,1.23E+12,Tualatin River,NA,NA,,
United State Geological Survey,USGS,14202510,45.4387255,-123.1409405,NAD83,"TUALATIN RIVER AT GASTON, OR","TUALATIN RIVER AT GASTON, OR",1.23E+12,1.23E+12,Tualatin River,NA,NA,,
United State Geological Survey,USGS,14202650,45.4406417,-123.125,NAD83,"WAPATO CREEK AT SW GASTON ROAD, AT GASTON, OR","WAPATO CREEK AT SW GASTON ROAD, AT GASTON, OR",1.23E+12,1.23E+12,Wapato Creek,NA,NA,,
United State Geological Survey,USGS,14202980,45.4692797,-123.200109,NAD83,"SCOGGINS CK BLW HENRY HAGG LAKE, NR GASTON, OR","SCOGGINS CK BLW HENRY HAGG LAKE, NR GASTON, OR",1.23E+12,1.23E+12,Scoggins Creek,NA,NA,,
United State Geological Survey,USGS,14203000,45.458725,-123.1556634,NAD83,"SCOGGIN CREEK NEAR GASTON, OREG.","SCOGGIN CREEK NEAR GASTON, OREG.",1.23E+12,1.23E+12,Scoggins Creek,NA,NA,,
United State Geological Survey,USGS,14203500,45.4748365,-123.124274,NAD83,"TUALATIN RIVER NEAR DILLEY, OR","TUALATIN RIVER NEAR DILLEY, OR",1.23E+12,1.23E+12,Tualatin River,NA,NA,,
United State Geological Survey,USGS,14204520,45.5192805,-123.1303859,NAD83,NA,"GALES CREEK AT FOREST GROVE,OREG.   (DUPLICATE1)",1.23E+12,1.23E+12,Gales Creek,NA,NA,,
United State Geological Survey,USGS,14204530,45.5106697,-123.1156632,NAD83,"GALES CREEK AT ROUTE 47 AT FOREST GROVE, OR","GALES CREEK AT ROUTE 47 AT FOREST GROVE, OR",1.23E+12,1.23E+12,Gales Creek,NA,NA,,
United State Geological Survey,USGS,14204650,45.4928925,-123.092329,NAD83,DIVERSION FROM TUAL R AT SPRINGHILL PUMPING PLANT,DIVERSION FROM TUAL R AT SPRINGHILL PUMPING PLANT,1.23E+12,1.23E+12,Tualatin River,NA,NA,,
United State Geological Survey,USGS,14204660,45.5,-123.0891722,NAD83,"TUALATIN R AT SW FERN HILL RD, NR FOREST GROVE, OR","TUALATIN RIVER AT SPRINGHILL RD NR FOREST GR, OR",1.23E+12,1.23E+12,Tualatin River,NA,NA,,
United State Geological Survey,USGS,14204800,45.5020597,-123.0562173,NAD83,"TUALATIN RIVER AT GOLF COURSE RD NR CORNELIUS, OR","TUALATIN RIVER AT GOLF COURSE RD NR CORNELIUS, OR",1.23E+12,1.23E+12,Tualatin River,NA,NA,,
United State Geological Survey,USGS,14205400,45.6823357,-123.069553,NAD83,"EAST FORK DAIRY CREEK NEAR MEACHAM CORNER, OR","EAST FORK DAIRY CREEK NEAR MEACHAM CORNER, OR",1.23E+12,1.23E+12,East Fork Dairy Creek,NA,NA,,
United State Geological Survey,USGS,14205780,45.5784477,-123.070663,NAD83,NA,"EAST FORK DAIRY CREEK NEAR ROY,OREG.",1.23E+12,1.23E+12,East Fork Dairy Creek,NA,NA,,
United State Geological Survey,USGS,14205850,45.5387263,-123.0417729,NAD83,DAIRY CREEK AT SUSBAUER ROAD,DAIRY CREEK AT SUSBAUER ROAD,1.23E+12,1.23E+12,Dairy Creek,NA,NA,,
United State Geological Survey,USGS,14206070,45.5726155,-122.991772,NAD83,MCKAY CK ABV WAIBLE CK @ SCOTCH CHURCH RD NR N.PLN,MCKAY CK ABV WAIBLE CK @ SCOTCH CHURCH RD NR N.PLN,1.23E+12,1.23E+12,McKay Creek,NA,NA,,
United State Geological Survey,USGS,14206180,45.5428935,-123.004272,NAD83,"MCKAY CREEK NEAR HILLSBORO,OREG.","MCKAY CREEK NEAR HILLSBORO,OREG.",1.23E+12,1.23E+12,McKay Creek,NA,NA,,
United State Geological Survey,USGS,14206200,45.5198381,-123.0106608,NAD83,"DAIRY CREEK AT RTE 8 NEAR HILLSBORO, OR","DAIRY CREEK AT RTE 8 NEAR HILLSBORO, OR",1.23E+12,1.23E+12,Dairy Creek,NA,NA,,
United State Geological Survey,USGS,14206241,45.5001164,-122.9912157,NAD83,"TUALATIN RIVER AT HWY 219 NEAR HILLSBORO, OR","TUALATIN RIVER AT HWY 219 NEAR HILLSBORO, OR",1.23E+12,1.23E+12,Tualatin River,NA,NA,,
United State Geological Survey,USGS,14206347,45.5237277,-122.9092692,NAD83,"ROCK CREEK AT QUATAMA ROAD NEAR HILLSBORO, OR","ROCK CREEK AT QUATAMA ROAD NEAR HILLSBORO, OR",1.23E+12,1.23E+12,Rock Creek,NA,NA,,
United State Geological Survey,USGS,14206372,45.4748397,-122.8323219,NAD83,"JOHNSON CREEK AT DAVIS ROAD NEAR BEAVERTON, OR","JOHNSON CREEK AT DAVIS ROAD NEAR BEAVERTON, OR",1.23E+12,1.23E+12,Johnson Creek,NA,NA,,
United State Geological Survey,USGS,14206419,45.5551169,-122.8081555,NAD83,"BRONSON CREEK AT SALTZMAN ROAD NR ORENCO, OR","BRONSON CREEK AT SALTZMAN ROAD NR ORENCO, OR",1.23E+12,1.23E+12,Bronson Creek,NA,NA,,
United State Geological Survey,USGS,14206421,45.544839,-122.8395452,NAD83,"BRONSON CREEK AT WEST UNION ROAD NR ORENCO, OR","BRONSON CREEK AT WEST UNION ROAD NR ORENCO, OR",1.23E+12,1.23E+12,Bronson Creek,NA,NA,,
United State Geological Survey,USGS,14206425,45.532339,-122.8676014,NAD83,"BRONSON CREEK AT 185TH AVE NR ALOHA, OR","BRONSON CREEK AT 185TH AVE NR ALOHA, OR",1.23E+12,1.23E+12,Bronson Creek,NA,NA,,
United State Geological Survey,USGS,14206426,45.5301167,-122.8728793,NAD83,BRONSON CREEK AT WALKER ROAD,BRONSON CREEK AT WALKER ROAD,1.23E+12,1.23E+12,Bronson Creek,NA,NA,,
United State Geological Survey,USGS,14206435,45.5206722,-122.8995466,NAD83,"BEAVERTON CREEK AT SW 216TH AVE, NR ORENCO, OR","BEAVERTON CREEK AT SW 216TH AVE, NR ORENCO, OR",1.23E+12,1.23E+12,Beaverton Creek,NA,NA,,
United State Geological Survey,USGS,14206440,45.4901167,-122.9514922,NAD83,OLD SITE SEE NEW SITE 14206295,"TUALATIN RIVER AT ROOD BRIDGE AT HILLSBORO, OR (old=NEW 14206295)",1.23E+12,1.23E+12,Tualatin River,NA,NA,,
United State Geological Survey,USGS,14206441,45.5381718,-122.9359367,NAD83,"DAWSON CREEK AT AIRPORT ROAD, NEAR HILLSBORO, OR","DAWSON CREEK AT AIRPORT ROAD, NEAR HILLSBORO, OR",1.23E+12,1.23E+12,Dawson Creek,NA,NA,,
United State Geological Survey,USGS,14206443,45.5240053,-122.9348254,NAD83,"DAWSON CREEK AT BROOKWOOD ROAD, NEAR HILLSBORO, OR","DAWSON CREEK AT BROOKWOOD ROAD, NEAR HILLSBORO, OR",1.23E+12,1.23E+12,Dawson Creek,NA,NA,,
United State Geological Survey,USGS,14206445,45.5237277,-122.9092692,NAD83,See new number 14206347,See new number 14206347,1.23E+12,1.23E+12,Rock Creek,NA,NA,,
United State Geological Survey,USGS,14206450,45.5023388,-122.9478811,NAD83,"ROCK CREEK NEAR HILLSBORO,OREG.","ROCK CREEK NEAR HILLSBORO,OREG.",1.23E+12,1.23E+12,Rock Creek,NA,NA,,
United State Geological Survey,USGS,14206500,45.4498392,-122.9512138,NAD83,"TUALATIN RIVER AT FARMINGTON,OREG.","TUALATIN RIVER AT FARMINGTON,OREG.",1.23E+12,1.23E+12,Tualatin River,NA,NA,,
United State Geological Survey,USGS,14206670,45.4012285,-122.9384349,NAD83,"MCFEE CREEK NEAR SCHOLLS, OR","MCFEE CREEK NEAR SCHOLLS, OR",1.23E+12,1.23E+12,McFee Creek,NA,NA,,
United State Geological Survey,USGS,14206690,45.4178952,-122.9209346,NAD83,"TUALATIN RIVER AT HWY 210 BRIDGE, NR SCHOLLS, OR","TUALATIN RIVER AT HWY 210 BRIDGE, NR SCHOLLS, OR",1.23E+12,1.23E+12,Tualatin River,NA,NA,,
United State Geological Survey,USGS,14206740,45.3881737,-122.8517655,NAD83,"TUALATIN RIVER AT ELSNER RD NEAR SHERWOOD, OR","TUALATIN RIVER AT ELSNER RD NEAR SHERWOOD, OR",1.23E+12,1.23E+12,Tualatin River,NA,NA,,
United State Geological Survey,USGS,14206748,45.367896,-122.8573209,NAD83,"CEDAR CREEK AT EDY ROAD, NEAR SHERWOOD, OR","CEDAR CREEK AT EDY ROAD, NEAR SHERWOOD, OR",1.23E+12,1.23E+12,Cedar Creek,NA,NA,,
United State Geological Survey,USGS,14206750,45.3748404,-122.8564876,NAD83,"CHICKEN CREEK NEAR SHERWOOD, OR","CHICKEN CREEK NEAR SHERWOOD, OR",1.23E+12,1.23E+12,Chicken Creek,NA,NA,,
United State Geological Survey,USGS,14206900,45.4878958,-122.7348194,NAD83,"FANNO CREEK AT 56TH AVE, AT PORTLAND, OR","FANNO CREEK AT 56TH AVE, AT PORTLAND, OR",1.23E+12,1.23E+12,Fanno Creek,NA,NA,,
United State Geological Survey,USGS,14206925,45.4709512,-122.7748202,NAD83,FANNO CREEK AT SCHOLLS FERRY ROAD NEAR ALLEN BLVD,FANNO CREEK AT SCHOLLS FERRY ROAD NEAR ALLEN BLVD,1.23E+12,1.23E+12,Fanno Creek,NA,NA,,
United State Geological Survey,USGS,14206928,45.4573401,-122.7964872,NAD83,"FANNO CREEK NEAR SW PARKVIEW LOOP NEAR METZGER, OR","FANNO CREEK NEAR SW PARKVIEW LOOP NEAR METZGER, OR",1.23E+12,1.23E+12,Fanno Creek,NA,NA,,
United State Geological Survey,USGS,14206933,45.4498404,-122.7637084,NAD83,"ASH CREEK AT METZGER PARK AT METZGER, OR","ASH CREEK AT METZGER PARK AT METZGER, OR",1.23E+12,1.23E+12,Ash Creek,NA,NA,,
United State Geological Survey,USGS,14206935,45.4406737,-122.7792643,NAD83,ASH CREEK AT GREENBERG ROAD,ASH CREEK AT GREENBERG ROAD,1.23E+12,1.23E+12,Ash Creek,NA,NA,,
United State Geological Survey,USGS,14206938,45.4348403,-122.7998203,NAD83,"SUMMER CREEK AT SW 121 AVE NEAR TIGARD, OR","SUMMER CREEK AT SW 121 AVE NEAR TIGARD, OR",1.23E+12,1.23E+12,Summer Creek,NA,NA,,
United State Geological Survey,USGS,14206950,45.403452,-122.7548185,NAD83,"FANNO CREEK AT DURHAM, OR","FANNO CREEK AT DURHAM, OR",1.23E+12,1.23E+12,Fanno Creek,NA,NA,,
United State Geological Survey,USGS,14206960,45.3859522,-122.7573183,NAD83,"TUALATIN RIVER AT BOONES FERRY RD AT TUALATIN, OR","TUALATIN RIVER AT BOONES FERRY RD AT TUALATIN, OR",1.23E+12,1.23E+12,Tualatin River,NA,NA,,
United State Geological Survey,USGS,14207050,45.3795639,-122.6978721,NAD83,"TUALATIN RIVER AT STAFFORD RD NR LAKE OSWEGO, OR","TUALATIN RIVER AT STAFFORD RD NR LAKE OSWEGO, OR",1.23E+12,1.23E+12,Tualatin River,NA,NA,,
United State Geological Survey,USGS,14207200,45.3565088,-122.6850937,NAD83,"TUALATIN RIVER AT OSWEGO DAM, NEAR WEST LINN, OR","TUALATIN RIVER AT OSWEGO DAM, NEAR WEST LINN, OR",1.23E+12,1.23E+12,Tualatin River,NA,NA,,
United State Geological Survey,USGS,14207600,45.3395648,-122.654537,NAD83,"TUALATIN RIVER AT WEISS BRIDGE AT WEST LINN, OR","TUALATIN RIVER AT WEISS BRIDGE AT WEST LINN, OR",1.23E+12,1.23E+12,Tualatin River,NA,NA,,
United State Geological Survey,USGS,14210000,45.2998435,-122.3539746,NAD83,NA,"CLACKAMAS RIVER AT ESTACADA, OR",1.23E+12,1.23E+12,Clackamas River,NA,NA,,
United State Geological Survey,USGS,14210530,45.3976212,-122.4717558,NAD83,"RICHARDSON CREEK AT HWY 224, NEAR CARVER, OR","RICHARDSON CREEK AT HWY 224, NEAR CARVER, OR",1.22E+12,1.22E+12,Richardson Creek,NA,NA,,
United State Geological Survey,USGS,14210750,45.3901214,-122.4942559,NAD83,NA,"CLEAR CREEK AT CARVER,OREG.",1.22E+12,1.22E+12,Clear Creek,NA,NA,,
United State Geological Survey,USGS,14210900,45.4102528,-122.5222389,NAD83,"SIEBEN CREEK AT HWY 224, OR","SIEBEN CREEK AT HWY 224, OR",1.23E+12,1.23E+12,Sieben Drainage Ditch,NA,NA,,
United State Geological Survey,USGS,14211004,45.4003986,-122.5481463,NAD83,"CARLI CREEK UPSTREAM FROM MOUTH, NR CLACKAMAS, OR","CARLI CREEK UPSTREAM FROM MOUTH, NR CLACKAMAS, OR",1.23E+12,1.23E+12,Unnamed Stream,NA,NA,,
United State Geological Survey,USGS,14211006,45.3970652,-122.558702,NAD83,"CLACKAMAS RIVER AT CLACKAMAS, OR","CLACKAMAS RIVER AT CLACKAMAS, OR",1.23E+12,1.23E+12,Clackamas River,NA,NA,,
United State Geological Survey,USGS,14211008,45.3901207,-122.5737024,NAD83,"COW CREEK AT MOUTH, NEAR GLADSTONE, OR","COW CREEK AT MOUTH, NEAR GLADSTONE, OR",1.23E+12,1.23E+12,Cow Creek,NA,NA,,
United State Geological Survey,USGS,14211315,45.4306748,-122.6737057,NAD83,"TRYON CREEK NEAR LAKE OSWEGO, OR","TRYON CREEK NEAR LAKE OSWEGO, OR",1.23E+12,1.23E+12,Tryon Creek,NA,NA,,
United State Geological Survey,USGS,14211500,45.4776202,-122.5078686,NAD83,"JOHNSON CREEK AT SYCAMORE, OR","JOHNSON CREEK AT SYCAMORE, OR",1.23E+12,1.23E+12,Johnson Creek,NA,NA,,
United State Geological Survey,USGS,14211550,45.452897,-122.6431496,NAD83,"JOHNSON CREEK AT MILWAUKIE, OR","JOHNSON CREEK AT MILWAUKIE, OR",1.23E+12,1.23E+12,Johnson Creek,NA,NA,,
United State Geological Survey,USGS,14211720,45.5175,-122.6691667,NAD83,"WILLAMETTE RIVER AT PORTLAND, OR","WILLAMETTE RIVER AT PORTLAND, OR",1.23E+12,1.23E+12,Willamette River,NA,NA,,
United State Geological Survey,USGS,14222890,45.9151143,-122.8162154,NAD83,"COLUMBIA RIVER NR COLUMBIA CITY,OREG.",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,14246900,46.1812214,-123.1834539,NAD83,"COLUMBIA RIVER @ BEAVER ARMY TERMINAL NR QUINCY,OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,14312490,43.1854037,-122.166699,NAD83,"LAKE CREEK CANAL NEAR DIAMOND LAKE, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,14312600,43.2576254,-122.1705889,NAD83,"LAKE CREEK AT HIGHWAY 138 NEAR DIAMOND LAKE, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,14313500,43.3220687,-122.1955907,NAD83,"N UMPQUA RIVER BLW LEMOLO LK, NR TOKETEE FALLS, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,14314010,43.2715111,-122.4064305,NAD83,"N UMPQUA R AT TOKETEE LAKE INFLOW NR TKTE FALLS,OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,14316460,43.3059544,-122.5128232,NAD83,"NORTH UMPQUA R AT SODA SPGS, NR TOKETEE FALLS, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,14316495,43.3034543,-122.5303237,NAD83,"BOULDER CREEK NEAR TOKETEE FALLS, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,14316500,43.2959543,-122.5367127,NAD83,"N UMPQUA RIVER ABV COPELAND CK NR TOKETEE FALLS,OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,14316700,43.349842,-122.7289415,NAD83,"STEAMBOAT CREEK NEAR GLIDE, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,14316800,43.3215082,-122.8094992,NAD83,"NORTH UMPQUA R BL STEAMBOAT CR NR GLIDE,OREG.",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,14317450,43.324563,-122.9997836,NAD83,"NORTH UMPQUA RIVER NEAR IDLEYLD PARK, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,14317500,43.3306742,-123.0031172,NAD83,N UMPQUA RIVER AB ROCK CR NR GLIDE OREG,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,14350870,42.0815229,-122.6947532,NAD83,"NEIL CREEK AT MT ASHLAND, NEAR ASHLAND, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,14353420,42.0959666,-122.7191986,NAD83,"MIDDLE FORK OF E.F. ASHLAND CREEK, NR ASHLAND, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,14353425,42.0970775,-122.7294767,NAD83,"WEST FORK OF E.F. ASHLAND CREEK, NEAR ASHLAND, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,14353429,42.0831893,-122.7069759,NAD83,"EAST FORK OF EF ASHLAND CREEK, AT MT. ASHLAND, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,14353430,42.084856,-122.7058647,NAD83,"EAST FORK OF E.F. ASHLAND CREEK, NEAR ASHLAND, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,14353435,42.0904113,-122.7097538,NAD83,"PUMPHOUSE CREEK AT MT ASHLAND, NEAR ASHLAND, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,14353450,42.109022,-122.7111428,NAD83,"E.F. ASHLAND CK, ABV BULL GAP CK, NR ASHLAND, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,420451000000000,42.0808333,-121.85,NAD83,"KLAMATH STRAITS DRAIN NEAR HIGHWAY 97, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,420615000000000,42.1041667,-121.8933333,NAD83,"KLAMATH RIVER AT SITE 12A, NR ROCK QUARRY, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,420853000000000,42.1480556,-121.848611,NAD83,"KLAMATH RIVER AT MILLER ISLAND BOAT RAMP, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,420941000000000,42.1614722,-121.75875,NAD83,OSU AG RESEARCH STATION,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,421015000000000,42.1708333,-121.7883333,NAD83,"LOST RIVER DIVERSION CHANNEL NR KLAMATH RIVER, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,421205000000000,42.2012009,-121.7740861,NAD83,LAKE EUWANA TRESTLE (LET),NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,421209000000000,42.2025,-121.775,NAD83,"KLAMATH RIVER AT RAILROAD BRIDGE, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,421311000000000,42.2030062,-121.7903285,NAD83,LINK RIVER  (LRV),NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,421420000000000,42.2387553,-121.805866,NAD83,FREMONT BRIDGE  (FBR),NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,421740000000000,42.2943081,-121.9211217,NAD83,FLOODED CALEDONIA MARSH (FCM-3),NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,421807000000000,42.301808,-121.911677,NAD83,FLOODED CALDONIA MARSH (FCM-1),NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,421819000000000,42.3051415,-121.8922319,NAD83,FLOODED CALEDONIA MARSH (FCM-2),NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,421838000000000,42.3104195,-121.8619531,NAD83,NORTH BUCK ISLAND  - NBI,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,421933000000000,42.3256963,-121.9177889,NAD83,HOWARD BAY  - HDB,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,422042000000000,42.3447521,-121.8598427,NAD83,RATTLESNAKE POINT  -  RPT,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,422207000000000,42.3684966,-119.56883,NAD83,HART36,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,422222000000000,42.3729185,-120.9666386,NAD83,37.00S/15.00E-08DBC02,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,422305000000000,42.3846115,-121.9284016,NAD83,MID-TRENCH - LOWER   -  MDTL,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,422305000000000,42.3846892,-121.9286044,NAD83,MID-TRENCH - UPPER   - MDTU,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,422312000000000,42.3865287,-121.8675384,NAD83,MID-LAKE   -  MDL,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,422437000000000,42.4102226,-121.8656777,NAD83,MODOC RIM/MRM,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,422500000000000,42.4165825,-121.9728482,NAD83,UKL08-03,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,422501000000000,42.4167658,-121.9717287,NAD83,UKL08,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,422502000000000,42.4170819,-122.0217108,NAD83,UKL11-03,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,422559000000000,42.4329711,-121.963376,NAD83,EAGLE POINT - LOWER  - EPT,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,422559000000000,42.4329711,-121.963376,NAD83,EAGLE POINT - UPPER   - EPT,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,422606000000000,42.4348902,-121.9915603,NAD83,UKL07,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,422621000000000,42.4390497,-119.6721689,NAD83,HART64,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,422622000000000,42.4391649,-122.0122388,NAD83,MID-NORTH - LOWER  - MDNL,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,422628000000000,42.4411111,-121.9958333,NAD83,"MID NORTH KLAMATH LAKE, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,422708000000000,42.452105,-119.6660579,NAD83,HART65,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,422711000000000,42.4530229,-122.0115334,NAD83,UKL06,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,422714000000000,42.4538306,-122.0624349,NAD83,UKL09-03,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,422719000000000,42.4552484,-121.9549039,NAD83,WILLIAMSON RIVER OUTLET - WMR,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,422727000000000,42.4574425,-121.9911273,NAD83,UKL02-03,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,422817000000000,42.4713306,-122.0310593,NAD83,UKL05,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,422840000000000,42.4775524,-122.051685,NAD83,UKL05-03,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,423050000000000,42.5137476,-121.9169594,NAD83,WILLIAMSON RIVER ABOVE AGENCY LAKE,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,423158000000000,42.5326113,-123.7842435,NAD83,ROADS END CREEK  (Rdend),NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,423236000000000,42.5431676,-123.7247969,NAD83,EAST TRIB OF NORTH FORK SILVER (ENSilv),NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,423247000000000,42.546223,-123.743131,NAD83,SECTION 10 TRIBUTARY (Sec.10),NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,423324000000000,42.5565007,-123.7484092,NAD83,SOURGRASS CREEK AT BLM 34-9-35.1 (Sourgrass),NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,423454000000000,42.5815245,-121.941406,NAD83,"WOOD RIVER NEAR MOUTH, BELOW CROOKED CREEK",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,423455000000000,42.581802,-121.971129,NAD83,"SEVEN-MILE BRIDGE AT AGENCY LAKE, OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,423500000000000,42.583205,-121.9500257,NAD83,"AGENCY LAKE ALONG SHORE NEAR WOOD RIVER WETLAND,OR",NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,423539000000000,42.5946005,-120.8803541,NAD83,34.005/16.00E-30BCB02,NA,NA,NA,NA,NA,NA,,
United State Geological Survey,USGS,425336000000000,42.8932123,-119.4274429,NAD83,GU2  (Balls Lake 2  GUANO Ponds),NA,NA,NA,NA,NA,NA,,
