"StationUse_RecordID","STATION","DESCRIPTION","DEC_LAT","DEC_LONG","RIVER_MILE","STREAM_LLID","RIVER_MILE_LAKE","LAKE_LLID","LAKE_NAME","GIS_Source_LAKE","USE_OtherParms","USE_Final","GIS_Source","HUC_3rd_Field","Bio_Macro_Data","CASCADE_LAKES","MARINE_WATERS","STRATIFIED_Natural_Lake","ESTUARY","LAKE","MARINE_COASTAL_REC","Enterro_Data","DHS_Station_Type","DHS_Station_Type_Num","EPA_BEACH_ID","BEACH_NAME","ELEVATION_FT","WRD_Basin","Comments","Reviewed_Permit_Writers","RIVER_MILE_2004","LLID_2004","USE_Bacteria","Salinity_Max","Conductivity_Max","PondResSmall","Stream_Name","MATRIX","TRIBAL","AGENCY","AGENCY_ID","UsabilityComments"
NA,"32695","Howard Prairie Reservoir, rainbow trout, station 4","42.2448","-122.4032","5.785","1223412421963",NA,"1223929422233","Howard Prairie Lake","StreamNet 100K",NA,1,"StreamNet 100K","Klamath",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grizzly Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"32696","Howard Prairie Reservoir, rainbow trout, station 5","42.2465","-122.4034","5.883","1223412421963",NA,"1223929422233","Howard Prairie Lake","StreamNet 100K",NA,1,"StreamNet 100K","Klamath",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grizzly Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"32720","Emigrant Lake, small mouth bass, station 7","42.1465","-122.5959","4.852","1226509421932",NA,"1226067421567","Emigrant Lake","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emigrant Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"32726","Emigrant Lake, rainbow trout, station 5","42.1505","-122.5964","4.592","1226509421932",NA,"1226067421567","Emigrant Lake","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emigrant Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"32729","Emigrant Lake, rainbow trout, station 8","42.1651","-122.5964","3.462","1226509421932",NA,"1226067421567","Emigrant Lake","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emigrant Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"32725","Emigrant Lake, rainbow trout, station 4","42.1505","-122.5964","4.592","1226509421932",NA,"1226067421567","Emigrant Lake","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emigrant Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"32724","Emigrant Lake, rainbow trout, station 3","42.1506","-122.5964","4.586","1226509421932",NA,"1226067421567","Emigrant Lake","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emigrant Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"32723","Emigrant Lake, rainbow trout, station 2","42.1505","-122.5964","4.592","1226509421932",NA,"1226067421567","Emigrant Lake","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emigrant Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"32728","Emigrant Lake, rainbow trout, station 7","42.1502","-122.5967","4.604","1226509421932",NA,"1226067421567","Emigrant Lake","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emigrant Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"32727","Emigrant Lake, rainbow trout, station 6","42.1503","-122.5968","4.595","1226509421932",NA,"1226067421567","Emigrant Lake","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emigrant Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"32718","Emigrant Lake, small mouth bass, station 5","42.148","-122.597","4.734","1226509421932",NA,"1226067421567","Emigrant Lake","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emigrant Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"32717","Emigrant Lake, small mouth bass, station 4","42.1515","-122.5982","4.489","1226509421932",NA,"1226067421567","Emigrant Lake","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emigrant Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"32719","Emigrant Lake, small mouth bass, station 6","42.1546","-122.5992","4.293","1226509421932",NA,"1226067421567","Emigrant Lake","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emigrant Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"32716","Emigrant Lake, small mouth bass, station 3","42.1545","-122.6023","4.176","1226509421932",NA,"1226067421567","Emigrant Lake","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emigrant Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"32715","Emigrant Lake, small mouth bass, station 2","42.155","-122.6035","4.107","1226509421932",NA,"1226067421567","Emigrant Lake","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emigrant Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"32721","Emigrant Lake, small mouth bass, station 8","42.1581","-122.6043","3.937","1226509421932",NA,"1226067421567","Emigrant Lake","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emigrant Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"32722","Emigrant Lake, rainbow trout, station 1","42.1596","-122.6052","3.729","1226509421932",NA,"1226067421567","Emigrant Lake","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emigrant Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"32714","Emigrant Lake, small mouth bass, station 1","42.1562","-122.6059","3.959","1226509421932",NA,"1226067421567","Emigrant Lake","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emigrant Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"32740","Agate Lake, large mouth bass, station 3","42.4148","-122.7693","3.102","1228061424457",NA,"1227683424103","Agate Reservoir","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dry Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"32739","Agate Lake, large mouth bass, station 2","42.4152","-122.7708","3.045","1228061424457",NA,"1227683424103","Agate Reservoir","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dry Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"32741","Agate Lake, large mouth bass, station 4","42.4152","-122.771","3.04","1228061424457",NA,"1227683424103","Agate Reservoir","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dry Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"32745","Agate Lake, large mouth bass, station 8","42.4151","-122.7714","3.038","1228061424457",NA,"1227683424103","Agate Reservoir","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dry Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"32743","Agate Lake, large mouth bass, station 6","42.4149","-122.7714","3.05","1228061424457",NA,"1227683424103","Agate Reservoir","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dry Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"32738","Agate Lake, large mouth bass, station 1","42.4152","-122.7716","3.027","1228061424457",NA,"1227683424103","Agate Reservoir","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dry Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"32742","Agate Lake, large mouth bass, station 5","42.4151","-122.7718","3.029","1228061424457",NA,"1227683424103","Agate Reservoir","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dry Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"32744","Agate Lake, large mouth bass, station 7","42.4151","-122.7719","3.027","1228061424457",NA,"1227683424103","Agate Reservoir","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dry Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"32563","Dorena Reservoir","43.772","-122.9226","9.298","1230436438208",NA,"1229146437703","Dorena Lake","StreamNet 100K",NA,1,"StreamNet 100K","Willamette",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Row River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"32562","Cottage Grove Reservoir","43.7038","-123.0648","29.561","1230233440232",NA,"1230663436995","Cottage Grove Reservoir","StreamNet 100K",NA,1,"StreamNet 100K","Willamette",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coast Fork Willamette River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"20824","Cooper Creek Reservoir near dam, depth 3 feet","43.379694","-123.28025","2.476","1233218433779",NA,"1232627433773","Cooper Creek Reservoir","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cooper Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"35198","North Tenmile Lake at ODFW STA 5","43.61619","-124.12308","0.343","1241147436091",NA,"1241456435885","North Tenmile Lake","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wilkins Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"35202","South Tenmile Lake at ODFW STA 8","43.55267","-124.13689","3.049","1241746435728",NA,"1241367435617","Tenmile Lake","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tenmile Lake","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"35201","South Tenmile Lake at ODFW STA 7","43.56122","-124.14631","1.827","1241746435728",NA,"1241367435617","Tenmile Lake","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tenmile Lake","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"35197","North Tenmile Lake at ODFW STA 4","43.59269","-124.15011","0.296","1241468435884",NA,"1241456435885","North Tenmile Lake","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blacks Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"35196","North Tenmile Lake at ODFW STA 3","43.59914","-124.15086","0.742","1241468435884",NA,"1241456435885","North Tenmile Lake","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blacks Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"35195","North Tenmile Lake at ODFW STA 1","43.58006","-124.15564","0.417","1241613435770",NA,"1241456435885","North Tenmile Lake","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North Tenmile Lake","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"35200","South Tenmile Lake at ODFW STA 4","43.54867","-124.16397","1.545","1241631435695",NA,"1241367435617","Tenmile Lake","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adams Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"35199","South Tenmile Lake at ODFW STA 1","43.56914","-124.17381","0.164","1241746435728",NA,"1241367435617","Tenmile Lake","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tenmile Lake","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"NWPPA-WM","Northwest Pulp and Paper Association Member Mill - Wauna Mill","46.152501","-123.397343","39.712","1240483462464",NA,NA,NA,NA,NA,1,"StreamNet 100K","Lower Columbia",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Columbia River","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"35539","Umatilla River 0.7 Mi US of Hwy 730","45.914463","-119.339658","1.217","1193384459144",NA,"1199043458327","Lake Umatilla","StreamNet 100K",NA,1,"StreamNet 100K","Middle Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Umatilla River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"10422","Rogue River upstream of Raygold Dam","42.437222","-122.98225","125.7","1244292424210",NA,"",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rogue River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"10549","Multnomah Channel at St. Helens","45.845833","-122.798611","1.3","1227863458618",NA,"",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Multnomah Channel","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"10550","Multnomah Channel at Coon Island","45.781806","-122.807278","7.1","1227863458618",NA,"",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Multnomah Channel","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"10774","Santiam River at mouth","44.750306","-123.140444","0","1231425447502",NA,"",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Santiam River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"12090","Umatilla River upstream of Three Mile Dam","45.882472","-119.321722","3.9","1193384459144",NA,"1193211458791","Three Mile Falls Pool",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Umatilla River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"13767","East Lake at deepest point","43.728722","-121.203361","0","1212241437275",NA,"1212089437288","East Lake",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"East Lake","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"13844","Paulina Lake at deepest point","43.723348","-121.266314","13.3","1214804437619",NA,"1212599437205","Paulina Lake",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paulina Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"18390","Ashland Emigrant Lake","42.151111","-122.625","3.7","1226509421932",NA,"1226067421567","Unnamed Lake",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emigrant Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"23485","Galesville Reservoir",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"24575","Shady Cove Fish Hatchery",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"36362","Cold Springs Reservoir; (Centroid) Fish collected in suitable habitat within the reservoir.","45.863713","-119.14946","0","1191730458634",NA,"1191556458611","Cold Springs Reservoir",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold Springs Canyon","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"36363","McKay Reservoir; (Centroid). Fishing took place in suitable habitat within the reservoir.","45.595204","-118.785535",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
NA,"ORSE04-R002","GOLD LAKE CREEK","43.64372","-122.03097","26.5857518939","1224392437260",NA,"0",NA,NA,NA,1,"StreamNet 100K","Willamette",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Salt Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",NA
NA,"ORSE04-R003","BOULDER CREEK","43.33037","-122.5088","2.58154734848","1225284433030",NA,"0",NA,NA,NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Boulder Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",NA
NA,"ORSE04-R005","GUANO_CK_HART_MTN","42.38248","-119.72121","19.8857992424","1195161422390",NA,"0",NA,NA,NA,1,"StreamNet 100K","Oregon Closed Basins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Guano Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",NA
NA,"ORSE04-R011","WILLOW CREEK_NEAR HUNTERS CABIN","42.6779","-118.51607","3.14827840909","1184603426700",NA,"0",NA,NA,NA,1,"StreamNet 100K","Oregon Closed Basins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Willow Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",NA
NA,"ORSE04-R015","ANNIE CREEK_WOOD RIVER","42.76583","-122.06024","5.72474621212","1219896427220",NA,"0",NA,NA,NA,1,"StreamNet 100K","Klamath",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Annie Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",NA
NA,"ORSE04-R020","ROCK_CK_HART_MTN","42.53133","-119.68263","46.6986799242","1191690426610",NA,"0",NA,NA,NA,1,"StreamNet 100K","Oregon Closed Basins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Rock Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",NA
NA,"ORSE04-R021","DEGARNO_CK_HART_MTN","42.47801","-119.78424","1.14890340909","1198096424860",NA,"0",NA,NA,NA,1,"StreamNet 100K","Oregon Closed Basins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"De Garmo Canyon","FW",0,"EPA National Aquatic Resource Survey Data","NARS",NA
NA,"ORSE04-R022","WILLOW CK_NEAR WHITEHORSE RANCH","42.1915","-118.21293","23.9945625","1182718424980",NA,"0",NA,NA,NA,1,"StreamNet 100K","Oregon Closed Basins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Willow Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",NA
NA,"WORP99-0515","WF SILVER CREEK","42.94294","-121.2588","15.390282197","1210810430860",NA,"0",NA,NA,NA,1,"StreamNet 100K","Oregon Closed Basins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"West Fork Silver Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",NA
NA,"WORP99-0520","UPPER ROCK CREEK","43.01943","-123.82788","3.57042613636","1238692429880",NA,"0",NA,NA,NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0287543426227",NA,NA,"Rock Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",NA
NA,"WORP99-0548","NF DEER CREEK","44.20752","-119.28981","2.86822159091","1193348441830",NA,"0",NA,NA,NA,1,"StreamNet 100K","John Day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"North Fork Deer Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",NA
NA,"WORP99-0551","FROG CREEK TRIB.","45.1856","-121.6422","0.364375","1216420451800",NA,"0",NA,NA,NA,1,"StreamNet 100K","Deschutes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Trib to Frog Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",NA
NA,"WORP99-0605","BEAVER CREEK","45.09674","-121.55233","0.158954545455","1215516450950",NA,"0",NA,NA,NA,0,"StreamNet 100K","Deschutes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Wilson Creek","FW",1,"EPA National Aquatic Resource Survey Data","NARS",NA
NA,"WORP99-0605","BEAVER CREEK","45.09674","-121.55233","0.158954545455","1215516450950",NA,"0",NA,NA,NA,0,"StreamNet 100K","Deschutes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Wilson Creek","FW",1,"EPA National Aquatic Resource Survey Data","NARS",NA
NA,"WORP99-0606","THIRTY-MILE CREEK","45.09761","-120.10241","25.8817310606","1204692451630",NA,"0",NA,NA,NA,1,"StreamNet 100K","John Day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Thirtymile Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",NA
NA,"WORP99-0607","NORTH FORK REYNOLDS CREEK","44.43229","-118.51393","0.709085227273","1185168444230",NA,"0",NA,NA,NA,1,"StreamNet 100K","John Day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"North Reynolds Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",NA
NA,"WORP99-0608","LOWER CLEAR CREEK","44.5756","-118.49144","1.61089015152","1185080445940",NA,"0",NA,NA,NA,1,"StreamNet 100K","John Day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Clear Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",NA
