"OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasureMeasureValue","DrainageAreaMeasureMeasureUnitCode","ContributingDrainageAreaMeasureMeasureValue","ContributingDrainageAreaMeasureMeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasureMeasureValue","HorizontalAccuracyMeasureMeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasureMeasureValue","VerticalMeasureMeasureUnitCode","VerticalAccuracyMeasureMeasureValue","VerticalAccuracyMeasureMeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasureMeasureValue","WellDepthMeasureMeasureUnitCode","WellHoleDepthMeasureMeasureValue","WellHoleDepthMeasureMeasureUnitCode"
"USGS-OR","USGS Oregon Water Science Center","USGS-14200400","LITTLE ABIQUA CREEK NEAR SCOTTS MILLS, OR","Stream","",17090009,"9.8100000000000005","sq mi","9.8100000000000005","sq mi","44.955677600000001","-122.6284199",124000,"Unknown","Unknown","Interpolated from map","NAD83","800.0","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"47",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14201300","ZOLLNER CREEK NEAR MT ANGEL, OR","Stream","",17090009,"15.0","sq mi",NA,"","45.100398200000001","-122.82175959999999",124000,"Unknown","Unknown","Interpolated from map","NAD83","120.0","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"47",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14205400","EAST FORK DAIRY CREEK NEAR MEACHAM CORNER, OR","Stream","PFO - NAWQA",17090010,"33.799999999999997","sq mi",NA,"","45.682335700000003","-123.069553",NA,"1","seconds","Interpolated from Digital Map","NAD83","290.0","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14206950","FANNO CREEK AT DURHAM, OR","Stream","STRATA WF-WP/u(a?)",17090010,"31.5","sq mi",NA,"","45.403452000000001","-122.7548185",24000,"1","seconds","Interpolated from map","NAD83","115.78","feet","0.10000000000000001","feet","Level or other surveying method","NAVD88","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14210530","RICHARDSON CREEK AT HWY 224, NEAR CARVER, OR","Stream","PESTICIDE STUDY   T.HERRETT     & K.CARPENTER",17090011,NA,"",NA,"","45.397621200000003","-122.4717558",NA,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14210900","SIEBEN CREEK AT HWY 224, OR","Stream","REQUESTED BY KURT CARPENTER",17090011,NA,"",NA,"","45.410252800000002","-122.5222389",24000,"1","seconds","Interpolated from Digital Map","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14211004","CARLI CREEK UPSTREAM FROM MOUTH, NR CLACKAMAS, OR","Stream","Kurt Carpenter project   & pesticide  T.Herrett",17090011,NA,"",NA,"","45.400398600000003","-122.5481463",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14211006","CLACKAMAS RIVER AT CLACKAMAS, OR","Stream","Pesticide study        T.Herrett   Sept. 2006",17090011,NA,"",NA,"","45.3970652","-122.558702",NA,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14211008","COW CREEK AT MOUTH, NEAR GLADSTONE, OR","Stream","Kurt Carpenter project & pesticide  T.Herrett",17090011,NA,"",NA,"","45.390120699999997","-122.5737024",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14211720","WILLAMETTE RIVER AT PORTLAND, OR","Stream","",17090012,"11200.0","sq mi",NA,"","45.517499999999998","-122.66916670000001",NA,"1","seconds","Interpolated from Digital Map","NAD83","1.55","feet","1.0","feet","Interpolated from topographic map","NGVD29","US",41,"51",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14222890","COLUMBIA RIVER NR COLUMBIA CITY,OREG.","Stream","",17080003,"2539.0","sq mi",NA,"","45.915114299999999","-122.8162154",NA,"Unknown","Unknown","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"9",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14246900","COLUMBIA RIVER @ BEAVER ARMY TERMINAL NR QUINCY,OR","Stream","Columbia R Datum subtrct 1 ft to correct to NGVD29",17080003,"256900.0","sq mi",NA,"","46.181221399999998","-123.1834539",NA,"1","seconds","Interpolated from map","NAD83","-1.0","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"9",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-440306122535200","72nd STORMWATER CULVERT AT THURSTON RD, SPGFLD, OR","Stream","EWEB Storm event monitor proj-C.Anderson Sept.2002",NA,NA,"",NA,"","44.051777800000004","-122.8976389",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","527.0","feet","1.0","feet","Altimeter","NAVD88","US",41,"39",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-440314122541500","69th STORMWATER CHANNEL AT THURSTON RD,SPRGFLD, OR","Stream","EWEB Storm event monitor proj-C.Anderson Sept.2002",NA,NA,"",NA,"","44.053972199999997","-122.90422220000001",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","529.0","feet","1.0","feet","Altimeter","NAVD88","US",41,"39",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-440314123091300","GRIMES POND (NWR EUGN SITE)","Lake, Reservoir, Impoundment","NWR qw EUGN site   C. Anderson June 2004",NA,NA,"",NA,"","44.053883300000003","-123.1537139",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","122.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"39",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-440317122574900","42nd STORMWATER CULVERT AT WEYCO, SPRINGFIELD, OR","Stream","EWEB storm event monitor proj-C.Anderson Sept.2002",NA,NA,"",NA,"","44.054611100000002","-122.9635833",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","486.0","feet","1.0","feet","Altimeter","NAVD88","US",41,"39",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-440320122545300","64th STORMWATER PIPE AT TMS, SPRINGFIELD, OR","Stream","EWEB Storm event monitor proj-C.Anderson Sept.2002",NA,NA,"",NA,"","44.055638899999998","-122.9146667",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","519.0","feet","1.0","feet","Altimeter","NAVD88","US",41,"39",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-440322122494600","MCKENZIE R AT HENDRICKS PARK BOAT RAMP, SPGFLD, OR","Stream","EWEB Storm event monitor proj-C.Anderson Sept.2002",NA,NA,"",NA,"","44.056027800000003","-122.8293056",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","566.0","feet","1.0","feet","Altimeter","NAVD88","US",41,"39",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-440325122563600","52nd STORMWATER CHANEL AT HWY 126 SPRINGFIELD, OR","Stream","EWEB Storm Event Monitor proj-C.Anderson Sept.2002",NA,NA,"",NA,"","44.056833300000001","-122.9433889",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","498.0","feet","1.0","feet","Altimeter","NAVD88","US",41,"39",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-440339122580800","KEIZER SLOUGH AT SUB BRIDGE, SPRINGFIELD, OR","Stream","EWEB Storm event monitor proj-C.Anderson Sept.2002",NA,NA,"",NA,"","44.060722200000001","-122.96899999999999",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","467.0","feet","1.0","feet","Altimeter","NAVD88","US",41,"39",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-441916121151300","DESCHUTES RIVER ABOVE ODIN FALLS, OR","Stream","BLM WQ PROJECT    C.HUGHES   11/15/2005",NA,NA,"",NA,"","44.320952499999997","-121.2547591",24000,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","2672.0","feet","20.0","feet","Altimeter","NGVD29","US",41,"17",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-442351123181700","CHEADLE POND, FINLEY NWR, OR","Lake, Reservoir, Impoundment","Finley NWR sites   C.Anderson   May 2004",17090003,NA,"",NA,"","44.397444399999998","-123.30475",16400,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","122.0","feet","10.0","feet","Global Positioning System","NGVD29","US",41,"3",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-442529123121900","IMMIGRATION POND (NWR SNAG site)","Lake, Reservoir, Impoundment","NWR qw SNAG sites  C.Anderson   June 2004",NA,NA,"",NA,"","44.424677799999998","-123.20515829999999",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","79.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"43",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-452337122243300","DEEP CREEK AT CAMP KURATLI, NEAR BARTON, OR","Stream","Kurt Carpenter QW Clackamas study  Sept. 2005",NA,NA,"",NA,"","45.393454400000003","-122.41036630000001",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-452337122243500","NORTH FORK DEEP CREEK AT BARTON, OR","Stream","NAWQA URBAN LAND-USE GRADIENT STUDY  OCT. 2003",17090011,"14.300000000000001","sq mi",NA,"","45.393454400000003","-122.41092190000001",NA,".5","seconds","Interpolated from map","NAD83","200.0","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-444759123050800","WIGEON MARSH , OR   (NWR  ANKY SITES)","Lake, Reservoir, Impoundment","NWR  ANKY  QW SITES   C.Anderson  May 2004",NA,NA,"",NA,"","44.799722199999998","-123.08555560000001",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","59.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"47",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-445720123152000","VANCOUVER MARSH (NWR BSKT SITE)","Lake, Reservoir, Impoundment","NWRs qw BSKT site  C.Anderson June 2004",NA,NA,"",NA,"","44.955555599999997","-123.25555559999999",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","61.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"53",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-452340122251000","DEEP CREEK AT HWY 224, OR","Stream","REQUESTED BY KURT CARPENTER",NA,NA,"",NA,"","45.3942877","-122.4206442",NA,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-452344122250400","NOYER CREEK AT MOUTH, NEAR BARTON, OR","Stream","Kurt Carpenter project site",NA,NA,"",NA,"","45.395398800000002","-122.4189775",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-452355122172400","TICKLE CREEK AT 362ND, NEAR SANDY, OR","Stream","Kurt Carpenter Clackamas study  QW  Sept. 2005",NA,NA,"",NA,"","45.398454000000001","-122.2911986",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-452414122213200","TICKLE CREEK NEAR BORING, OR","Stream","NAWQA URBAN LAND-USE GRADIENT STUDY  OCT. 2003",17090011,"13.199999999999999","sq mi",NA,"","45.403731899999997","-122.3600883",NA,".5","seconds","Interpolated from map","NAD83","360.0","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-452420122291600","TRILLIUM CREEK AT ANDREGG PARKWAY, NR DAMASCUS, OR","Stream","Kurt Carpenter project site",NA,NA,"",NA,"","45.405399000000003","-122.4889783",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-452431122303200","ROCK CREEK NEAR MOUTH, OR","Stream","REQUESTED BY KURT CARPENTER",NA,NA,"",NA,"","45.408454399999997","-122.5100898",NA,"10","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-452441122180500","TICKLE CREEK TRIB AT ORIENT ROAD, NEAR SANDY, OR","Stream","Kurt Carpenter Clackamas QW study  Sept. 2005",NA,NA,"",NA,"","45.411231800000003","-122.302588",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-452500122242700","NOYER CREEK DWNSTRM HWY 212, NEAR DAMASCUS, OR","Stream","Kurt Carpenter project site",NA,NA,"",NA,"","45.4165098","-122.4087",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-452516122310500","SIEBEN CREEK DOWNSTREAM FROM SUNNYSIDE ROAD, OR","Stream","Kurt Carpenter Clackamas study  Sept. 2005",NA,NA,"",NA,"","45.420954199999997","-122.5192569",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-452522122293700","ROCK CK@STONY BROOK CT(DWNSTRM 172)NR DAMASCUS, OR","Stream","Kurt Carpenter project site",NA,NA,"",NA,"","45.422620999999999","-122.494812",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-452532122203800","NF DEEP CREEK TRIB AT CHURCH ROAD, NEAR BORING, OR","Stream","Kurt Carpenter Clackamas study  Sept. 2005",NA,NA,"",NA,"","45.411231800000003","-122.302588",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-452536122223800","NF DEEP CREEK UPSTREAM FROM WEIR, NEAR BORING, OR","Stream","Kurt Carpenter project site",NA,NA,"",NA,"","45.426509600000003","-122.3784223",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-452544122222600","NORTH FORK DEEP CREEK AT BORING, OR","Stream","Kurt Carpenter QW Clackamas study  Sept. 2005",NA,NA,"",NA,"","45.428731800000001","-122.375089",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-452546122202700","NF DEEP CREEK TRIBUTARY AT 312TH, NEAR BORING, OR","Stream","Kurt Carpenter Clackamas study   QW   Sept. 2005",NA,NA,"",NA,"","45.429287299999999","-122.3420332",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-452558122211200","DOANE CREEK DOWNSTREAM FROM HWY 212, NR BORING, OR","Stream","Kurt Carpenter QW Clackamas study   Sept. 2005",NA,NA,"",NA,"","45.432620700000001","-122.35453339999999",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-452607122195200","DOLAN CREEK D/S FROM ORIENT ROAD, NEAR BORING, OR","Stream","Kurt Carpenter QW Clackamas study  Sept. 2005",NA,NA,"",NA,"","45.435120599999998","-122.332311",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-452609122281900","ROCK CREEK AT FOSTER ROAD, OR","Stream","Kurt Carpenter QW Clackamas study  Sept. 2005",NA,NA,"",NA,"","45.435676299999997","-122.47314540000001",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-452610122290200","ROCK CREEK AT 172ND AVENUE, OR","Stream","Kurt Carpenter QW Clackamas study  Sept. 2005",NA,NA,"",NA,"","45.435954099999996","-122.48508990000001",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-461206123564000","COLUMBIA RIVER NEAR POINT ADAMS, OR","Estuary","LCREP WQ Monitoring   Jennifer Morace  Sept. 2004",17080006,NA,"",NA,"","46.201666699999997","-123.94444439999999",240000,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"7",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-ID","USGS Idaho Water Science Center","USGS-13177900","OWYHEE RIVER ABV NORTH FORK AT THREE FORKS OR","Stream","",17050107,NA,"",NA,NA,"42.544323499999997","-117.17069600000001",NA,"5","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"45",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-ID","USGS Idaho Water Science Center","USGS-13177920","NORTH FORK OWYHEE RIVER AT THREE FORKS OR","Stream","",17050107,NA,"",NA,NA,"42.544045699999998","-117.169307",NA,"5","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"45",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-ID","USGS Idaho Water Science Center","USGS-13180600","JORDAN CREEK NR ROME OR","Stream","",17050108,NA,"",NA,NA,"42.864045099999998","-117.6396007",NA,"5","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"45",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14202300","TUALATIN RIVER AT CHERRY GROVE, OR.","Stream","TUALATIN PROJECT - requested by MCDOYLE",17090010,NA,"",NA,NA,"45.4673339","-123.2917776",NA,"Unknown","Unknown","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14203000","SCOGGIN CREEK NEAR GASTON, OREG.","Stream","",17090010,"43.299999999999997","sq mi",NA,NA,"45.458725000000001","-123.15566339999999",NA,"Unknown","Unknown","Interpolated from map","NAD83","168.91999999999999","feet","0.10000000000000001","feet","Level or other surveying method","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14203500","TUALATIN RIVER NEAR DILLEY, OR","Stream","",17090010,"125.0","sq mi",NA,NA,"45.474836500000002","-123.124274",NA,"Unknown","Unknown","Interpolated from map","NAD83","147.56999999999999","feet","0.10000000000000001","feet","Level or other surveying method","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14204530","GALES CREEK AT ROUTE 47 AT FOREST GROVE, OR","Stream","",17090010,NA,"",NA,NA,"45.510669700000001","-123.1156632",NA,"Unknown","Unknown","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14204660","TUALATIN R AT SW FERN HILL RD, NR FOREST GROVE, OR","Stream","FORMERLY NAMED; AT SPRINGHILL RD NR FOREST GR, OR",17090010,NA,"",NA,NA,"45.5","-123.08917219999999",24000,"1","seconds","Interpolated from Digital Map","NAD83","155.0","feet","5.0","feet","Interpolated from digital elevation model (DEM)","NAVD88","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14204800","TUALATIN RIVER AT GOLF COURSE RD NR CORNELIUS, OR","Stream","",17090010,NA,"",NA,NA,"45.502059699999997","-123.0562173",NA,"Unknown","Unknown","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14205850","DAIRY CREEK AT SUSBAUER ROAD","Stream","REQUESTED BY MWJOHNSTON",17090010,NA,"",NA,NA,"45.5387263","-123.0417729",NA,"Unknown","Unknown","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14206180","MCKAY CREEK NEAR HILLSBORO,OREG.","Stream","(Includes data from 14206120 QW)",17090010,"61.0","sq mi",NA,NA,"45.542893499999998","-123.004272",NA,"1","seconds","Interpolated from map","NAD83","126.53","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14206200","DAIRY CREEK AT RTE 8 NEAR HILLSBORO, OR","Stream","",17090010,NA,"",NA,NA,"45.519838100000001","-123.0106608",NA,"Unknown","Unknown","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14206241","TUALATIN RIVER AT HWY 219 NEAR HILLSBORO, OR","Stream","",17090010,NA,"",NA,NA,"45.500116400000003","-122.9912157",NA,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14206419","BRONSON CREEK AT SALTZMAN ROAD NR ORENCO, OR","Stream","",17090010,NA,"",NA,NA,"45.555116900000002","-122.8081555",NA,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14206440","OLD SITE SEE NEW SITE 14206295","Stream","DATA MOVED TO SITE 14206295 02/2011",17090010,NA,"",NA,NA,"45.490116700000002","-122.9514922",1,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14206500","TUALATIN RIVER AT FARMINGTON,OREG.","Stream","",17090010,"568.0","sq mi",NA,NA,"45.4498392","-122.9512138",NA,"Unknown","Unknown","Interpolated from map","NAD83","100.42","feet","0.10000000000000001","feet","Level or other surveying method","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA
