"STATION","StationUse_RecordID","DESCRIPTION","DEC_LAT","DEC_LONG","RIVER_MILE","STREAM_LLID","RIVER_MILE_LAKE","LAKE_LLID","LAKE_NAME","GIS_Source_LAKE","USE_OtherParms","USE_Final","GIS_Source","HUC_3rd_Field","Bio_Macro_Data","CASCADE_LAKES","MARINE_WATERS","STRATIFIED_Natural_Lake","ESTUARY","LAKE","MARINE_COASTAL_REC","Enterro_Data","DHS_Station_Type","DHS_Station_Type_Num","EPA_BEACH_ID","BEACH_NAME","ELEVATION_FT","WRD_Basin","Comments","Reviewed_Permit_Writers","RIVER_MILE_2004","LLID_2004","USE_Bacteria","Salinity_Max","Conductivity_Max","PondResSmall","Stream_Name","MATRIX","TRIBAL","AGENCY","AGENCY_ID","STATIONS_2012","UsabilityComments"
"32744",NA,"Agate Lake, large mouth bass, station 7","42.4151","-122.7719","3.027","1228061424457",NA,"1227683424103","Agate Reservoir","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dry Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",1,NA
"32563",NA,"Dorena Reservoir","43.772","-122.9226","9.298","1230436438208",NA,"1229146437703","Dorena Lake","StreamNet 100K",NA,1,"StreamNet 100K","Willamette",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Row River","FW",0,"Oregon Department of Environmental Quality","ODEQ",1,NA
"32562",NA,"Cottage Grove Reservoir","43.7038","-123.0648","29.561","1230233440232",NA,"1230663436995","Cottage Grove Reservoir","StreamNet 100K",NA,1,"StreamNet 100K","Willamette",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coast Fork Willamette River","FW",0,"Oregon Department of Environmental Quality","ODEQ",1,NA
"20824",NA,"Cooper Creek Reservoir near dam, depth 3 feet","43.379694","-123.28025","2.476","1233218433779",NA,"1232627433773","Cooper Creek Reservoir","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cooper Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",1,NA
"35198",NA,"North Tenmile Lake at ODFW STA 5","43.61619","-124.12308","0.343","1241147436091",NA,"1241456435885","North Tenmile Lake","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wilkins Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",1,NA
"35202",NA,"South Tenmile Lake at ODFW STA 8","43.55267","-124.13689","3.049","1241746435728",NA,"1241367435617","Tenmile Lake","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tenmile Lake","FW",0,"Oregon Department of Environmental Quality","ODEQ",1,NA
"35201",NA,"South Tenmile Lake at ODFW STA 7","43.56122","-124.14631","1.827","1241746435728",NA,"1241367435617","Tenmile Lake","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tenmile Lake","FW",0,"Oregon Department of Environmental Quality","ODEQ",1,NA
"35197",NA,"North Tenmile Lake at ODFW STA 4","43.59269","-124.15011","0.296","1241468435884",NA,"1241456435885","North Tenmile Lake","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blacks Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",1,NA
"35196",NA,"North Tenmile Lake at ODFW STA 3","43.59914","-124.15086","0.742","1241468435884",NA,"1241456435885","North Tenmile Lake","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blacks Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",1,NA
"35195",NA,"North Tenmile Lake at ODFW STA 1","43.58006","-124.15564","0.417","1241613435770",NA,"1241456435885","North Tenmile Lake","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North Tenmile Lake","FW",0,"Oregon Department of Environmental Quality","ODEQ",1,NA
"35200",NA,"South Tenmile Lake at ODFW STA 4","43.54867","-124.16397","1.545","1241631435695",NA,"1241367435617","Tenmile Lake","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adams Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",1,NA
"35199",NA,"South Tenmile Lake at ODFW STA 1","43.56914","-124.17381","0.164","1241746435728",NA,"1241367435617","Tenmile Lake","StreamNet 100K",NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tenmile Lake","FW",0,"Oregon Department of Environmental Quality","ODEQ",1,NA
"NWPPA-WM",NA,"Northwest Pulp and Paper Association Member Mill - Wauna Mill","46.152501","-123.397343","39.712","1240483462464",NA,NA,NA,NA,NA,1,"StreamNet 100K","Lower Columbia",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Columbia River","ES",0,"Oregon Department of Environmental Quality","ODEQ",1,NA
"35539",NA,"Umatilla River 0.7 Mi US of Hwy 730","45.914463","-119.339658","1.217","1193384459144",NA,"1199043458327","Lake Umatilla","StreamNet 100K",NA,1,"StreamNet 100K","Middle Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Umatilla River","FW",0,"Oregon Department of Environmental Quality","ODEQ",1,NA
"10422",NA,"Rogue River upstream of Raygold Dam","42.437222","-122.98225","125.7","1244292424210",NA,"",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rogue River","FW",0,"Oregon Department of Environmental Quality","ODEQ",1,NA
"10549",NA,"Multnomah Channel at St. Helens","45.845833","-122.798611","1.3","1227863458618",NA,"",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Multnomah Channel","FW",0,"Oregon Department of Environmental Quality","ODEQ",1,NA
"10550",NA,"Multnomah Channel at Coon Island","45.781806","-122.807278","7.1","1227863458618",NA,"",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Multnomah Channel","FW",0,"Oregon Department of Environmental Quality","ODEQ",1,NA
"10774",NA,"Santiam River at mouth","44.750306","-123.140444","0","1231425447502",NA,"",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Santiam River","FW",0,"Oregon Department of Environmental Quality","ODEQ",1,NA
"12090",NA,"Umatilla River upstream of Three Mile Dam","45.882472","-119.321722","3.9","1193384459144",NA,"1193211458791","Three Mile Falls Pool",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Umatilla River","FW",0,"Oregon Department of Environmental Quality","ODEQ",1,NA
"13767",NA,"East Lake at deepest point","43.728722","-121.203361","0","1212241437275",NA,"1212089437288","East Lake",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"East Lake","FW",0,"Oregon Department of Environmental Quality","ODEQ",1,NA
"13844",NA,"Paulina Lake at deepest point","43.723348","-121.266314","13.3","1214804437619",NA,"1212599437205","Paulina Lake",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paulina Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",1,NA
"18390",NA,"Ashland Emigrant Lake","42.151111","-122.625","3.7","1226509421932",NA,"1226067421567","Unnamed Lake",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emigrant Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",1,NA
"36362",NA,"Cold Springs Reservoir; (Centroid) Fish collected in suitable habitat within the reservoir.","45.863713","-119.14946","0","1191730458634",NA,"1191556458611","Cold Springs Reservoir",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold Springs Canyon","FW",0,"Oregon Department of Environmental Quality","ODEQ",1,NA
"36363",NA,"McKay Reservoir; (Centroid). Fishing took place in suitable habitat within the reservoir.","45.595204","-118.785535",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",1,NA
"ORSE04-R002",NA,"GOLD LAKE CREEK","43.64372","-122.03097","26.5857518939","1224392437260",NA,NA,NA,NA,NA,1,"StreamNet 100K","Willamette",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Salt Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",1,NA
"ORSE04-R003",NA,"BOULDER CREEK","43.33037","-122.5088","2.58154734848","1225284433034",NA,NA,NA,NA,NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Boulder Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",1,NA
"ORSE04-R005",NA,"GUANO_CK_HART_MTN","42.38248","-119.72121","19.8857992424","1195161422385",NA,NA,NA,NA,NA,1,"StreamNet 100K","Oregon Closed Basins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Guano Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",1,NA
"ORSE04-R011",NA,"WILLOW CREEK_NEAR HUNTERS CABIN","42.6779","-118.51607","3.14827840909","1184603426702",NA,NA,NA,NA,NA,1,"StreamNet 100K","Oregon Closed Basins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Willow Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",1,NA
"ORSE04-R015",NA,"ANNIE CREEK_WOOD RIVER","42.76583","-122.06024","5.72474621212","1219896427215",NA,NA,NA,NA,NA,1,"StreamNet 100K","Klamath",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Annie Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",1,NA
"ORSE04-R020",NA,"ROCK_CK_HART_MTN","42.53133","-119.68263","46.6986799242","1191690426614",NA,NA,NA,NA,NA,1,"StreamNet 100K","Oregon Closed Basins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Rock Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",1,NA
"ORSE04-R021",NA,"DEGARNO_CK_HART_MTN","42.47801","-119.78424","1.14890340909","1198096424862",NA,NA,NA,NA,NA,1,"StreamNet 100K","Oregon Closed Basins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"De Garmo Canyon","FW",0,"EPA National Aquatic Resource Survey Data","NARS",1,NA
"ORSE04-R022",NA,"WILLOW CK_NEAR WHITEHORSE RANCH","42.1915","-118.21293","23.9945625","1182718424975",NA,NA,NA,NA,NA,1,"StreamNet 100K","Oregon Closed Basins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Willow Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",1,NA
"WORP99-0515",NA,"WF SILVER CREEK","42.94294","-121.2588","15.390282197","1210810430862",NA,NA,NA,NA,NA,1,"StreamNet 100K","Oregon Closed Basins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"West Fork Silver Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",1,NA
"WORP99-0520",NA,"UPPER ROCK CREEK","43.01943","-123.82788","3.57042613636","1238692429883",NA,NA,NA,NA,NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0287543426227",NA,NA,"Rock Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",1,NA
"WORP99-0548",NA,"NF DEER CREEK","44.20752","-119.28981","2.86822159091","1193348441832",NA,NA,NA,NA,NA,1,"StreamNet 100K","John Day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"North Fork Deer Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",1,NA
"WORP99-0551",NA,"FROG CREEK TRIB.","45.1856","-121.6422","0.364375","1216420451802",NA,NA,NA,NA,NA,1,"StreamNet 100K","Deschutes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Trib to Frog Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",1,NA
"WORP99-0606",NA,"THIRTY-MILE CREEK","45.09761","-120.10241","25.8817310606","1204692451626",NA,NA,NA,NA,NA,1,"StreamNet 100K","John Day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Thirtymile Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",1,NA
"WORP99-0607",NA,"NORTH FORK REYNOLDS CREEK","44.43229","-118.51393","0.709085227273","1185168444229",NA,NA,NA,NA,NA,1,"StreamNet 100K","John Day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"North Reynolds Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",1,NA
"WORP99-0608",NA,"LOWER CLEAR CREEK","44.5756","-118.49144","1.61089015152","1185080445935",NA,NA,NA,NA,NA,1,"StreamNet 100K","John Day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Clear Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",1,NA
"WORP99-0613",NA,"TENMILE CREEK","44.84498","-121.00437","6.22316477273","1210687448112",NA,NA,NA,NA,NA,1,"StreamNet 100K","Deschutes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Brocher Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",1,NA
"WORP99-0666",NA,"CHEHELEM CREEK TRIBUTARY","45.33709","-123.05504","1.84221212121","1230370453173",NA,NA,NA,NA,NA,1,"StreamNet 100K","Willamette",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Chehalem Creek Trib","FW",0,"EPA National Aquatic Resource Survey Data","NARS",1,NA
"WORP99-0780",NA,"FOX CREEK","44.61771","-119.29982","0","1192994446179",NA,NA,NA,NA,NA,1,"StreamNet 100K","John Day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Fox Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",1,NA
"WORP99-0792",NA,"STRAW FORK CREEK","44.95417","-120.11022","1.47536742424","1201398449604",NA,NA,NA,NA,NA,1,"StreamNet 100K","John Day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Straw Fork","FW",0,"EPA National Aquatic Resource Survey Data","NARS",1,NA
"WORP99-0803",NA,"GATE CREEK","45.20416","-121.41462","7.55240719697","1212896451877",NA,NA,NA,NA,NA,1,"StreamNet 100K","Deschutes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Gate Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",1,NA
"WORP99-0813",NA,"NIAGARA CREEK NEAR NESTUCCA RIVER","45.2009","-123.6502","3.8526344697","1236444452495",NA,NA,NA,NA,NA,1,"StreamNet 100K","Northern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0401317043063",NA,NA,"Niagara Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",1,NA
"WORP99-0821",NA,"SOUTH FORK MCKENZIE RIVER TRIBUTARY","43.95167","-122.11595","0.603464015152","1221119439589",NA,NA,NA,NA,NA,1,"StreamNet 100K","Willamette",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"McKenzie River, South Fork","FW",0,"EPA National Aquatic Resource Survey Data","NARS",1,NA
"WORP99-0851",NA,"CEDAR CREEK","45.19279","-121.55272","2.37986742424","1215191451739",NA,NA,NA,NA,NA,1,"StreamNet 100K","Deschutes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Forest Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",1,NA
"WORP99-0854",NA,"BEAVER / OLIVE CREEK","44.77924","-118.45325","0.145310606061","1184569447796",NA,NA,NA,NA,NA,1,"StreamNet 100K","John Day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Olive Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",1,NA
"WORP99-0871",NA,"MARTIN CREEK","44.95504","-118.54964","1.17172348485","1185683449626",NA,NA,NA,NA,NA,1,"StreamNet 100K","John Day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"South Martin Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",1,NA
"WORP99-0877",NA,"MEADOW CREEK TRIBUTARY","44.9617","-118.60826","1.08775757576","1186111449747",NA,NA,NA,NA,NA,1,"StreamNet 100K","John Day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Unnamed Stream","FW",0,"EPA National Aquatic Resource Survey Data","NARS",1,NA
"WORP99-0879",NA,"NESTUCCA RIVER TRIBUTARY","45.30098","-123.47628","0.542861742424","1234876453005",NA,NA,NA,NA,NA,1,"StreamNet 100K","Northern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0406125443184",NA,NA,"Nestucca River Trib","FW",0,"EPA National Aquatic Resource Survey Data","NARS",1,NA
"WORP99-0893",NA,"WILLAMETTE RIVER COAST FORK TRIB","43.59507","-123.08421","0.693789772727","1230764436021",NA,NA,NA,NA,NA,1,"StreamNet 100K","Willamette",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Unnamed Stream","FW",0,"EPA National Aquatic Resource Survey Data","NARS",1,NA
"WORP99-0957",NA,"EVANS CREEK","42.69083","-122.96372","12.0756325758","1230144425934",NA,NA,NA,NA,NA,1,"StreamNet 100K","Southern Oregon Coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"East Fork Evans Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",1,NA
"WORP99-0977",NA,"BOLOGNA CREEK","44.8449","-119.59178","4.29018371212","1196472448034",NA,NA,NA,NA,NA,1,"StreamNet 100K","John Day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"East Bologna Canyon","FW",0,"EPA National Aquatic Resource Survey Data","NARS",1,NA
"WORP99-0987",NA,"WILDCAT CREEK","44.16044","-119.54082","0.0294090909091","1195411441598",NA,NA,NA,NA,NA,1,"StreamNet 100K","John Day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Unnamed Stream","FW",0,"EPA National Aquatic Resource Survey Data","NARS",1,NA
"WORP99-0997",NA,"CANYON CREEK EAST FORK","44.25698","-118.7312","1.03946022727","1195344441730",NA,NA,NA,NA,NA,1,"StreamNet 100K","John Day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Wildcat Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",1,NA
"WORP99-1016",NA,"SUTTLE CAMP CREEK","44.43974","-122.27953","1.48623674242","1222582444299",NA,NA,NA,NA,NA,1,"StreamNet 100K","Willamette",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Shuttle Camp Creek","FW",0,"EPA National Aquatic Resource Survey Data","NARS",1,NA
"11493500",NA,"WILLIAMSON RIVER NEAR KLAMATH AGENCY, OR","42.7401353","-121.8344618","29.0169507576","1219591424414",NA,NA,NA,NA,NA,1,"Modified Streamnet 100K","Klamath",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Williamson River","FW",0,"United State Geological Survey","USGS",1,NA
"11501000",NA,"SPRAGUE RIVER NEAR CHILOQUIN, OR","42.5845809","-121.8497366","5.52813825758","1218738425716",NA,NA,NA,NA,NA,1,"Modified Streamnet 100K","Klamath",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Sprague River","FW",0,"United State Geological Survey","USGS",1,NA
"11504100",NA,"WOOD R NR FORT KLAMATH OREG","42.64569","-121.9955755","4.8786969697","1219445425983",NA,NA,NA,NA,NA,1,"StreamNet 100K","Klamath",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Wood River","FW",0,"United State Geological Survey","USGS",1,NA
"11507100",NA,"UPPER KLAMATH LAKE OUTLET AT KLAMATH FALLS OR","42.2387553","-121.8052827","254.918325758","1221913420005",NA,"1218742423884","Upper Klamath Lake","StreamNet 100K",NA,1,"Modified Streamnet 100K","Klamath",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Klamath River","FW",0,"United State Geological Survey","USGS",1,NA
"11507501",NA,"LINK RIVER BELOW KENO CANAL, NEAR KLAMATH FALLS,OR","42.2193114","-121.7902816","253.290200758","1221913420005",NA,"1218317421623","Ewauna, Lake","StreamNet 100K",NA,1,"Modified Streamnet 100K","Klamath",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Klamath River","FW",0,"United State Geological Survey","USGS",1,NA
"11509370",NA,"KLAMATH RIVER ABOVE KENO DAM, AT KENO, OR","42.1279223","-121.9288964","234.660623106","1221913420005",NA,"1218317421623","Ewauna, Lake","StreamNet 100K",NA,1,"Modified Streamnet 100K","Klamath",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Klamath River","FW",0,"United State Geological Survey","USGS",1,NA
"11509500",NA,"KLAMATH RIVER AT KENO, OR","42.1331995","-121.9622313","231.749174242","1221913420005",NA,NA,NA,NA,NA,1,"Modified Streamnet 100K","Klamath",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Klamath River","FW",0,"United State Geological Survey","USGS",1,NA
"11516580",NA,"COTTONWOOD CREEK NEAR ASHLAND, OR","42.0768006","-122.7044757","7.15489015152","1226439420010",NA,NA,NA,NA,NA,1,"StreamNet 100K","Klamath",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Cottonwood Creek","FW",0,"United State Geological Survey","USGS",1,NA
"13173600",NA,"SNAKE RIVER NR ADRIAN OR","43.7309932","-117.0718258","396.737642045","1190296461886",NA,NA,NA,NA,NA,1,"StreamNet 100K","Middle Snake-Boise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Snake River","FW",0,"United State Geological Survey","USGS",1,NA
"13177900",NA,"OWYHEE RIVER ABV NORTH FORK AT THREE FORKS OR","42.5443235","-117.170696","165.485534091","1170244438120",NA,NA,NA,NA,NA,1,"Modified Streamnet 100K","Middle Snake-Boise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Owyhee River","FW",0,"United State Geological Survey","USGS",1,NA
"13177920",NA,"NORTH FORK OWYHEE RIVER AT THREE FORKS OR","42.5440457","-117.169307","0.0280018939394","1171698425442",NA,NA,NA,NA,NA,1,"StreamNet 100K","Middle Snake-Boise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"North Fork Owyhee River","FW",0,"United State Geological Survey","USGS",1,NA
"13180600",NA,"JORDAN CREEK NR ROME OR","42.8640451","-117.6396007","0.154143939394","1176415428623",NA,NA,NA,NA,NA,1,"Modified Streamnet 100K","Middle Snake-Boise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Jordan Creek","FW",0,"United State Geological Survey","USGS",1,NA
